ts,phase57_core,phase57_lock_a,phase57_lock_b,phase57_lock_c,phase57_lock_d,phase57_lock_e,phase57_lock_f
2020-08-09,4.7637021813083935,4.677877992021251,4.677877992021251,4.677877992021251,4.7637021813083935,4.677877992021251,4.7637021813083935
2020-08-10,4.4803030530016015,4.399584661580465,4.399584661580465,4.399584661580465,4.4803030530016015,4.399584661580465,4.4803030530016015
2020-08-11,4.534605014405263,4.452908303677672,4.452908303677672,4.452908303677672,4.534605014405263,4.452908303677672,4.534605014405263
2020-08-12,4.619173533589407,4.5359532127951185,4.5359532127951185,4.5359532127951185,4.619173533589407,4.5359532127951185,4.619173533589407
2020-08-13,4.611542878499114,4.528460033718634,4.528460033718634,4.528460033718634,4.611542878499114,4.528460033718634,4.611542878499114
2020-08-14,4.647563021181247,4.563831227447611,4.563831227447611,4.563831227447611,4.647563021181247,4.563831227447611,4.647563021181247
2020-08-15,4.670541252850885,4.5863954768762865,4.5863954768762865,4.5863954768762865,4.670541252850885,4.5863954768762865,4.670541252850885
2020-08-16,4.649998930498308,4.56622325074192,4.56622325074192,4.56622325074192,4.649998930498308,4.56622325074192,4.649998930498308
2020-08-17,4.5459799895732225,4.464078344115291,4.464078344115291,4.464078344115291,4.5459799895732225,4.464078344115291,4.5459799895732225
2020-08-18,4.428345175102387,4.348562871324445,4.348562871324445,4.348562871324445,4.428345175102387,4.348562871324445,4.428345175102387
2020-08-19,4.5693921674869165,4.487068721691261,4.487068721691261,4.487068721691261,4.5693921674869165,4.487068721691261,4.5693921674869165
2020-08-20,4.373466080128022,4.294672493456171,4.294672493456171,4.294672493456171,4.373466080128022,4.294672493456171,4.373466080128022
2020-08-21,4.41026491117638,4.330808346484234,4.330808346484234,4.330808346484234,4.41026491117638,4.330808346484234,4.41026491117638
2020-08-22,4.346486347877855,4.2681788355992865,4.2681788355992865,4.2681788355992865,4.346486347877855,4.2681788355992865,4.346486347877855
2020-08-23,4.3707878945434775,4.292042558811296,4.292042558811296,4.292042558811296,4.3707878945434775,4.292042558811296,4.3707878945434775
2020-08-24,4.092327708082299,4.018599188860089,4.018599188860089,4.018599188860089,4.092327708082299,4.018599188860089,4.092327708082299
2020-08-25,4.131757923094617,4.057319018103514,4.057319018103514,4.057319018103514,4.131757923094617,4.057319018103514,4.131757923094617
2020-08-26,4.0921610082982465,4.018435492385915,4.018435492385915,4.018435492385915,4.0921610082982465,4.018435492385915,4.0921610082982465
2020-08-27,4.074289666695071,4.0008861258656045,4.0008861258656045,4.0008861258656045,4.074289666695071,4.0008861258656045,4.074289666695071
2020-08-28,4.098570519241139,4.024729527789099,4.024729527789099,4.024729527789099,4.098570519241139,4.024729527789099,4.098570519241139
2020-08-29,4.40998579837776,4.330534262259768,4.330534262259768,4.330534262259768,4.40998579837776,4.330534262259768,4.40998579837776
2020-08-30,4.459849255089963,4.379499365005979,4.379499365005979,4.379499365005979,4.459849255089963,4.379499365005979,4.459849255089963
2020-08-31,4.887646870305374,4.799589658876052,4.372930115958471,4.799589658876052,4.887646870305374,4.799589658876052,4.887646870305374
2020-09-01,4.518554479384123,4.437146939579353,4.036147348544505,4.437146939579353,4.518554479384123,4.437146939579353,4.518554479384123
2020-09-02,3.9212211113472226,3.850575296372162,4.030093127521688,4.430491219169984,3.9212211113472226,4.430491219169984,3.9212211113472226
2020-09-03,4.02754823206042,3.954986797975027,4.145417541777571,4.557273352621778,4.02754823206042,4.557273352621778,4.02754823206042
2020-09-04,3.9197639665340533,3.849144403887015,4.0344788864726215,4.4353127123480975,3.9197639665340533,4.4353127123480975,3.9197639665340533
2020-09-05,3.954274517425687,3.883033203052911,4.069999415290572,4.474362279206365,3.954274517425687,4.474362279206365,3.954274517425687
2020-09-06,3.9994763606447137,3.927420677236909,4.116524125363373,4.525509315497988,3.9994763606447137,4.525509315497988,3.9994763606447137
2020-09-07,3.9043265577785946,3.833985119800292,4.018589690026741,4.417844891355973,3.9043265577785946,4.417844891355973,3.9043265577785946
2020-09-08,3.940009179664649,3.8690248736021435,4.055316591402021,4.458220686381475,3.940009179664649,4.458220686381475,3.940009179664649
2020-09-09,3.9853768092414392,3.9135751472905693,4.102011939698392,4.5095553141572795,3.9853768092414392,4.5095553141572795,3.9853768092414392
2020-09-10,4.005047553364902,3.9328914977926805,4.1222583633414684,4.531813261885006,4.005047553364902,4.531813261885006,4.005047553364902
2020-09-11,4.025493252323491,3.952968841327118,4.143302421471464,4.554948090736463,4.025493252323491,4.554948090736463,4.025493252323491
2020-09-12,3.9838191885778014,3.9120455891559445,4.100408734062993,4.507792826724508,3.9838191885778014,4.507792826724508,3.9838191885778014
2020-09-13,4.114497393462288,4.040369458994945,4.234911337543678,4.65565854218581,4.114497393462288,4.65565854218581,4.114497393462288
2020-09-14,4.158272702905211,4.083356100233867,4.279967765227624,4.705191419194945,4.158272702905211,4.705191419194945,4.158272702905211
2020-09-15,4.223314932102157,4.147226510459392,4.346913505497853,4.778788357291132,4.223314932102157,4.778788357291132,4.223314932102157
2020-09-16,4.217909525739731,4.141918489408047,4.341349905743327,4.772672002388296,4.217909525739731,4.772672002388296,4.217909525739731
2020-09-17,4.215364897922897,4.139419706316828,4.338730807428071,4.769792691235748,4.215364897922897,4.769792691235748,4.215364897922897
2020-09-18,4.272140942211825,4.195172857530881,4.397168446504502,4.834036230678809,4.272140942211825,4.834036230678809,4.272140942211825
2020-09-19,4.21031034175946,4.134456214449273,4.333528325774587,4.76407333226455,4.21031034175946,4.76407333226455,4.21031034175946
2020-09-20,4.016355725163042,3.943995938408653,4.13389747752123,4.544608746143222,4.016355725163042,4.544608746143222,4.016355725163042
2020-09-21,4.0596876524863665,3.9865471856241053,4.178497547165398,4.59363992499699,4.0596876524863665,4.59363992499699,4.0596876524863665
2020-09-22,3.9485915153014233,3.8774525874825225,4.064150095719834,4.467931817632341,3.9485915153014233,4.467931817632341,3.9485915153014233
2020-09-23,4.139384624610259,4.064808314834053,4.2605269127330265,4.68381907777626,4.139384624610259,4.68381907777626,4.139384624610259
2020-09-24,4.120242083533624,4.046010651125118,4.240824150406904,4.66215880524232,4.120242083533624,4.66215880524232,4.120242083533624
2020-09-25,4.136408181163902,4.061885495824326,4.257463361370334,4.68045115624631,4.136408181163902,4.68045115624631,4.136408181163902
2020-09-26,4.154008523563668,4.079168745538583,4.275578791384181,4.7003663917181,4.154008523563668,4.7003663917181,4.154008523563668
2020-09-27,4.123885527907727,4.049588454187544,4.244574222994655,4.666281455301649,4.123885527907727,4.666281455301649,4.123885527907727
2020-09-28,4.179543478155925,4.104243655255456,4.301861046144686,4.729259842874652,4.179543478155925,4.729259842874652,4.179543478155925
2020-09-29,4.154910709789637,4.08005467772547,4.276507380786862,4.701387238399457,4.154910709789637,4.701387238399457,4.154910709789637
2020-09-30,4.094202058874693,4.020439770824988,4.214022044314127,4.632693854447911,4.094202058874693,4.632693854447911,4.094202058874693
2020-10-01,4.075414223493738,4.0019904223348295,4.1946843684198285,4.611434940438266,4.075414223493738,4.611434940438266,4.075414223493738
2020-10-02,4.064487745868122,3.991260799182539,4.183438118987355,4.599071352852931,4.064487745868122,4.599071352852931,4.064487745868122
2020-10-03,4.112515668162511,4.038423437011783,4.232871615522401,4.653416169560946,4.112515668162511,4.653416169560946,4.112515668162511
2020-10-04,4.16093299562281,4.085968464374684,4.282705913466297,4.708201608127153,4.16093299562281,4.708201608127153,4.16093299562281
2020-10-05,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-06,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-07,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-08,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-09,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-10,4.154691596129376,4.079839511678122,4.276281854596098,4.701139305714962,4.154691596129376,4.701139305714962,4.154691596129376
2020-10-11,4.457682760424168,4.377371902513313,4.5881402893313865,5.0439815212665575,4.457682760424168,5.0439815212665575,4.457682760424168
2020-10-12,4.468634154435318,4.388125993150574,4.59941218434666,5.056373302376412,4.468634154435318,5.056373302376412,4.468634154435318
2020-10-13,4.484981255190341,4.404178579971665,4.61623769563108,5.0748704630237915,4.484981255190341,5.0748704630237915,4.484981255190341
2020-10-14,4.555896258109818,4.473815958387717,4.6892280808827085,5.155112594088401,4.555896258109818,5.155112594088401,4.555896258109818
2020-10-15,4.370609724640964,4.291867598867517,4.4985189939045,4.945456164686613,4.370609724640964,4.945456164686613,4.370609724640964
2020-10-16,4.398213636769997,4.318974191204199,4.526930755842069,4.976690693964837,4.398213636769997,4.976690693964837,4.398213636769997
2020-10-17,4.458991691979286,4.378657251991869,4.5894875277794265,5.045462610642237,4.458991691979286,5.045462610642237,4.458991691979286
2020-10-18,4.350117673961401,4.27174473869766,4.4774272275346165,4.922268887682913,4.350117673961401,4.922268887682913,4.350117673961401
2020-10-19,4.191882392631643,4.1163602684009755,4.3145610684825835,4.743221638711843,4.191882392631643,4.743221638711843,4.191882392631643
2020-10-20,4.427962311238312,4.348186905242699,4.557550048245304,5.010352076428511,4.427962311238312,5.010352076428511,4.427962311238312
2020-10-21,4.549708422306804,4.467739604363165,4.682859153285701,5.1481109003554755,4.549708422306804,5.1481109003554755,4.549708422306804
2020-10-22,4.482537194482672,4.40177855214448,4.613722107599115,5.07210494611537,4.482537194482672,5.07210494611537,4.482537194482672
2020-10-23,4.515736304011362,4.434379537241392,4.647892814709733,5.109670583686511,4.515736304011362,5.109670583686511,4.515736304011362
2020-10-24,4.446927588552559,4.366810498822709,4.577070359048121,5.0318117705027605,4.446927588552559,5.0318117705027605,4.446927588552559
2020-10-25,4.300763852211724,4.223280089188119,4.426629028072656,4.866423781988231,4.300763852211724,4.866423781988231,4.300763852211724
2020-10-26,4.348244885233196,4.269905690654366,4.475499630197819,4.920149779561949,4.348244885233196,4.920149779561949,4.348244885233196
2020-10-27,4.217289438756459,4.14130957408509,4.340711671435558,4.771970358181361,4.217289438756459,4.771970358181361,4.217289438756459
2020-10-28,4.277466494382446,4.2004024630658465,4.402649855072622,4.840062228530795,4.277466494382446,4.840062228530795,4.277466494382446
2020-10-29,4.3106544743473325,4.232992519112286,4.436809106904157,4.877615272717171,4.3106544743473325,4.877615272717171,4.3106544743473325
2020-10-30,4.3840558591547305,4.30507148406557,4.5123586399300315,4.960670808183015,4.3840558591547305,4.960670808183015,4.3840558591547305
2020-10-31,4.374678029566951,4.295862608075436,4.502706360916331,4.950059555275946,4.374678029566951,4.950059555275946,4.374678029566951
2020-11-01,4.307243487517608,4.22964298557418,4.43329829491036,4.873755654286906,4.307243487517608,4.873755654286906,4.307243487517608
2020-11-02,4.457975408783419,4.377659278437969,4.588441502270901,5.044312660334912,4.457975408783419,5.044312660334912,4.457975408783419
2020-11-03,4.496275100604966,4.415268952312251,4.627862064154648,5.0876497366143605,4.496275100604966,5.0876497366143605,4.496275100604966
2020-11-04,4.9559508755956365,4.866663080125583,5.100990605734318,5.60778457783985,4.9559508755956365,5.60778457783985,4.9559508755956365
2020-11-05,4.952740161058803,4.863510210718791,5.097685927156746,5.60415157260726,4.952740161058803,5.60415157260726,4.952740161058803
2020-11-06,4.7106268535793285,4.625758884223683,4.848486986735927,5.3301942017909045,4.7106268535793285,5.3301942017909045,4.7106268535793285
2020-11-07,4.919418666231988,4.830789045251475,5.0633892530477285,5.566447452955766,4.919418666231988,5.566447452955766,4.919418666231988
2020-11-08,4.872787011241095,4.784997519183925,5.015392886657232,5.513682548246002,4.872787011241095,5.513682548246002,4.872787011241095
2020-11-09,4.862868764355037,4.775257962204529,5.005184374615625,5.502459799408694,4.862868764355037,5.502459799408694,4.862868764355037
2020-11-10,4.985902709621418,4.896075293542206,5.13181900331638,5.641675840514566,4.985902709621418,5.641675840514566,4.985902709621418
2020-11-11,5.179060567727401,5.085753165715937,5.330629775326698,5.8602388741211335,5.179060567727401,5.8602388741211335,5.179060567727401
2020-11-12,5.188228588246436,5.094756012616122,5.34006610504721,5.870612722725875,5.188228588246436,5.870612722725875,5.188228588246436
2020-11-13,5.108675983014511,5.016636649343885,5.258185331380146,5.78059692475997,5.108675983014511,5.78059692475997,5.108675983014511
2020-11-14,5.072611075667611,4.981221497442846,5.221064956664747,5.739788564003798,5.072611075667611,5.739788564003798,5.072611075667611
2020-11-15,5.3131190258786685,5.2173963892345565,5.4686115577967795,6.011929432203858,5.3131190258786685,6.011929432203858,5.3131190258786685
2020-11-16,5.613784958164009,5.512645440089756,5.77807671081195,6.352140588544049,5.613784958164009,6.352140588544049,5.613784958164009
2020-11-17,5.650895731929342,5.54908761578766,5.8162735600343,6.394132373776975,5.650895731929342,6.394132373776975,5.650895731929342
2020-11-18,5.659383462437604,5.55742242897195,5.825009690531445,6.403736456916594,5.659383462437604,6.403736456916594,5.659383462437604
2020-11-19,5.930498105282945,5.823652594673155,6.104058712797004,6.7105095769774215,5.930498105282945,6.7105095769774215,5.930498105282945
2020-11-20,8.30209101324108,8.152518222272896,8.545058118923407,9.394027325236697,8.30209101324108,9.394027325236697,8.30209101324108
2020-11-21,8.392618901478974,8.241415134786408,8.63823537573045,9.49646193531823,8.392618901478974,9.49646193531823,8.392618901478974
2020-11-22,9.120190009574621,8.955878118544208,9.387099414249304,10.319727165680355,9.120190009574621,10.319727165680355,9.120190009574621
2020-11-23,9.066090489487593,8.902753270524318,9.331416629922774,10.258512181507188,9.066090489487593,10.258512181507188,9.066090489487593
2020-11-24,8.5345364791034,8.380775885686232,8.784306280875118,9.657045287151997,8.5345364791034,9.657045287151997,8.5345364791034
2020-11-25,7.790181032365796,7.649830954620324,8.018166697080444,8.814788150342798,7.790181032365796,8.814788150342798,7.790181032365796
2020-11-26,7.778495760817248,7.638356208188394,8.006139447034824,8.801565968117284,7.778495760817248,8.801565968117284,7.778495760817248
2020-11-27,8.030201463157885,7.885527110279111,8.265211511161173,9.086377377909663,8.030201463157885,9.086377377909663,8.030201463157885
2020-11-28,8.240991504189457,8.092519499045114,8.48217048554874,9.324891675353543,8.240991504189457,9.324891675353543,8.240991504189457
2020-11-29,8.925685267774135,8.764877628508877,9.186902340952887,10.099640098886255,8.925685267774135,10.099640098886255,8.925685267774135
2020-11-30,8.503819685160947,8.350612494084492,8.752690536233601,9.62228845285822,8.503819685160947,9.62228845285822,8.503819685160947
2020-12-01,8.70282263205477,8.546030148293578,8.957517458069633,9.847465353224841,8.70282263205477,9.847465353224841,8.70282263205477
2020-12-02,8.801528782540831,8.642957981197915,9.059112320286076,9.959153875231658,8.801528782540831,9.959153875231658,8.801528782540831
2020-12-03,8.45195828365677,8.299685442077825,8.699311370758878,9.56360595683664,8.45195828365677,9.56360595683664,8.45195828365677
2020-12-04,8.677249939928934,8.520918180933071,8.93119636135748,9.818529201088367,8.677249939928934,9.818529201088367,8.677249939928934
2020-12-05,8.773205315274044,8.615144797429853,9.029959944873891,9.92710515099757,8.773205315274044,9.92710515099757,8.773205315274044
2020-12-06,8.685969036092342,8.52948019142423,8.940170628604367,9.828395080356588,8.685969036092342,9.828395080356588,8.685969036092342
2020-12-07,8.304037276447941,8.154429421058108,8.547061341026225,9.396229571600673,8.304037276447941,9.396229571600673,8.304037276447941
2020-12-08,8.40245339462919,8.251072446960658,8.648357682918446,9.507589914671332,8.40245339462919,9.507589914671332,8.40245339462919
2020-12-09,8.2725506443568,8.123510060926831,8.51465322832801,9.360601645844124,8.2725506443568,9.360601645844124,8.2725506443568
2020-12-10,8.17371307298262,8.026453174849811,8.412923099089655,9.248764417756858,8.17371307298262,9.248764417756858,8.17371307298262
2020-12-11,8.52363704873817,8.370072822503325,8.773087870261996,9.644712304230316,8.52363704873817,9.644712304230316,8.52363704873817
2020-12-12,8.689635225695355,8.533080329931169,8.943944112077721,9.832543467221445,8.689635225695355,9.832543467221445,8.689635225695355
2020-12-13,8.734114398691116,8.576758153720528,8.989725002425013,9.882872783758652,8.734114398691116,9.882872783758652,8.734114398691116
2020-12-14,8.72101322709308,8.563893016489947,8.976240414921376,9.868048474583015,8.72101322709308,9.868048474583015,8.72101322709308
2020-12-15,9.564970244014528,9.392645068026555,9.844896485779316,10.823007323581495,9.564970244014528,10.823007323581495,9.564970244014528
2020-12-16,10.220241036920507,10.036110319270973,10.519344284542807,11.564462906779825,10.220241036920507,11.564462906779825,10.220241036920507
2020-12-17,10.359320877430633,10.1726844585211,10.66249440400478,11.72183528682937,10.359320877430633,11.72183528682937,10.359320877430633
2020-12-18,10.679514294215416,10.487109181259799,10.992058528435464,12.084142288985792,10.679514294215416,12.084142288985792,10.679514294215416
2020-12-19,10.51539174380974,10.325943508571537,10.823132804830932,11.898433445184939,10.51539174380974,11.898433445184939,10.51539174380974
2020-12-20,10.185519270336005,10.002014109733139,10.483606358641605,11.525174343988224,10.185519270336005,11.525174343988224,10.185519270336005
2020-12-21,10.674663558070232,10.482345837332112,10.987065831750492,12.078653557553832,10.674663558070232,12.078653557553832,10.674663558070232
2020-12-22,10.415525756406728,10.22787673469616,10.720344162174356,11.78543253818098,10.415525756406728,11.78543253818098,10.415525756406728
2020-12-23,10.638085779688963,10.446427054424534,10.949417576433785,12.037264870166272,10.638085779688963,12.037264870166272,10.638085779688963
2020-12-24,11.078897547662377,10.879297034440885,11.403130041261088,12.536054607236563,11.078897547662377,12.536054607236563,11.078897547662377
2020-12-25,11.877305404933741,11.663320552712285,12.224903921131562,13.439473422560152,11.877305404933741,13.439473422560152,11.877305404933741
2020-12-26,11.782384299201837,11.570109572138424,12.127204875927411,13.33206777504737,11.782384299201837,13.33206777504737,11.782384299201837
2020-12-27,12.140025219702606,11.92130713390482,12.495312434193178,13.736747580947911,12.140025219702606,13.736747580947911,12.140025219702606
2020-12-28,12.277024892401862,12.055838582228473,12.636321508126661,13.89176619816527,12.277024892401862,13.89176619816527,12.277024892401862
2020-12-29,12.945251902922974,12.71202662825202,13.324104698220623,14.647882071417534,12.945251902922974,14.647882071417534,12.945251902922974
2020-12-30,12.966811228359367,12.733197534858533,13.346294973967412,14.67227699697787,12.966811228359367,14.67227699697787,12.966811228359367
2020-12-31,13.149749434588816,12.912839875258904,13.534587008095809,14.879276234327634,13.149749434588816,14.879276234327634,13.149749434588816
2021-01-01,14.425932386559126,14.166030758651816,14.84811843982463,16.323309731875387,14.425932386559126,16.323309731875387,14.425932386559126
2021-01-02,14.794319346375978,14.527780756087962,15.227286528546847,16.740148954820665,14.794319346375978,16.740148954820665,14.794319346375978
2021-01-03,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-04,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-05,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-06,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-07,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-08,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-09,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-10,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-11,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-12,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-13,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-14,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-15,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-16,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-17,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-18,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-19,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-20,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-21,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-22,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-23,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-24,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-25,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-26,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-27,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-28,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-29,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-30,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-01-31,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-01,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-02,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-03,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-04,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-05,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-06,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-07,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-08,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-09,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-10,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-11,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-12,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-13,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-14,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-15,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-16,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-17,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-18,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-19,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-20,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-21,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-22,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-23,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-24,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-25,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-26,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-27,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-02-28,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-01,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-02,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-03,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-04,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-05,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-06,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-07,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-08,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-09,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-10,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-11,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-12,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-13,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-14,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
2021-03-15,14.772127867356415,14.50598908495383,15.204445598754027,16.715038731388436,14.772127867356415,16.715038731388436,14.772127867356415
