ts,phase56_phase42_core,phase56_profit_lock_light,phase56_profit_lock_medium,phase56_profit_lock_strict
2024-09-03,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-04,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-05,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-06,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-07,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-08,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-09,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-10,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-11,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-12,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-13,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-14,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-15,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-16,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-17,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-18,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-19,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-20,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-21,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-22,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-23,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-24,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-25,29.529769519497965,29.529769519497965,29.529769519497965,33.41368594149021
2024-09-26,29.870980994716078,29.870980994716078,29.870980994716078,33.79977541181413
2024-09-27,29.85173422861123,29.85173422861123,29.85173422861123,33.77799720600755
2024-09-28,30.121188954079035,30.121188954079035,30.121188954079035,34.08289208729969
2024-09-29,30.024955123554818,30.024955123554818,30.024955123554818,33.97400105826678
2024-09-30,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-01,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-02,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-03,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-04,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-05,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-06,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-07,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-08,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-09,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-10,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-11,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-12,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-13,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-14,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-15,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-16,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-17,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-18,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-19,29.979917690869488,29.979917690869488,29.979917690869488,33.92304005667938
2024-10-20,30.260192613787414,30.260192613787414,30.260192613787414,34.24017826683275
2024-10-21,30.623162095897236,30.623162095897236,30.623162095897236,34.65088747584147
2024-10-22,30.623162095897236,30.623162095897236,30.623162095897236,34.65088747584147
2024-10-23,30.57722735275339,30.57722735275339,30.57722735275339,34.598911144627714
2024-10-24,30.159827765032237,30.159827765032237,30.159827765032237,34.126612885509466
2024-10-25,30.11458802338469,30.11458802338469,30.11458802338469,34.0754229661812
2024-10-26,30.11458802338469,30.11458802338469,30.11458802338469,34.0754229661812
2024-10-27,30.11458802338469,30.11458802338469,30.11458802338469,34.0754229661812
2024-10-28,30.454560080747342,30.454560080747342,30.454560080747342,34.46011000365019
2024-10-29,30.98563779712838,30.98563779712838,30.98563779712838,35.061037959215945
2024-10-30,30.839133599506024,30.839133599506024,30.839133599506024,34.895264730094354
2024-10-31,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-01,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-02,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-03,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-04,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-05,30.792874899106767,30.792874899106767,30.792874899106767,34.84292183299922
2024-11-06,30.29189851132514,30.29189851132514,30.29189851132514,34.276054297023876
2024-11-07,30.443263400825828,30.443263400825828,30.443263400825828,34.447327522742924
2024-11-08,30.35802683322046,30.35802683322046,30.35802683322046,34.3508801766566
2024-11-09,31.904100739679937,31.904100739679937,31.904100739679937,36.10030215973912
2024-11-10,33.73569713574096,33.73569713574096,33.73569713574096,38.1728001082632
2024-11-11,32.14254239323017,32.14254239323017,32.14254239323017,36.37010496066639
2024-11-12,32.93168278549486,32.93168278549486,32.93168278549486,37.263037403415936
2024-11-13,31.820439998320133,31.820439998320133,31.820439998320133,36.00563790116497
2024-11-14,33.17103865382276,33.17103865382276,33.17103865382276,37.533874661637014
2024-11-15,33.00883111688826,33.00883111688826,33.00883111688826,37.35033270432869
2024-11-16,32.742488636889306,32.742488636889306,32.742488636889306,37.04895940801202
2024-11-17,32.96414399254593,32.96414399254593,32.96414399254593,37.29976808554908
2024-11-18,33.53817294939438,33.53817294939438,33.53817294939438,37.94929646310012
2024-11-19,34.25600578310998,34.25600578310998,34.25600578310998,38.76154258809699
2024-11-20,35.72038084005522,35.72038084005522,35.72038084005522,40.4185202431719
2024-11-21,35.92924510029119,35.92924510029119,35.92924510029119,40.654855470621555
2024-11-22,35.48614244967926,35.48614244967926,35.48614244967926,40.15347354152749
2024-11-23,35.56884816252387,35.56884816252387,35.56884816252387,40.24705716102484
2024-11-24,33.79221217156629,33.79221217156629,33.79221217156629,38.23674830998529
2024-11-25,33.41259934400654,33.41259934400654,33.41259934400654,37.807206731915485
2024-11-26,34.82879479903505,34.82879479903505,34.82879479903505,39.409667940928436
2024-11-27,34.749180922494716,34.749180922494716,34.749180922494716,39.3195828129173
2024-11-28,35.40897370337721,35.40897370337721,35.40897370337721,40.066155140625895
2024-11-29,35.02675951883288,35.02675951883288,35.02675951883288,39.63367006090611
2024-11-30,35.31485418851121,35.31485418851121,35.31485418851121,39.95965651358374
2024-12-01,37.66690528793908,37.66690528793908,37.66690528793908,42.621062208021264
2024-12-02,73.86803960087238,73.86803960087238,73.86803960087238,83.58356724414668
2024-12-03,78.20970811445389,78.20970811445389,78.20970811445389,88.4962756917721
2024-12-04,77.13778392694535,77.13778392694535,77.13778392694535,87.2833661859648
2024-12-05,81.49211930992918,81.49211930992918,81.49211930992918,92.2104075187755
2024-12-06,81.43811552481705,81.43811552481705,81.43811552481705,92.14930086116352
2024-12-07,81.59971930441672,81.59971930441672,81.59971930441672,92.33215965167781
2024-12-08,75.64605673064068,75.64605673064068,75.64605673064068,85.59543888890977
2024-12-09,73.93933333322927,73.93933333322927,73.93933333322927,83.6642379172109
2024-12-10,78.08763918131365,78.08763918131365,78.08763918131365,88.35815158645293
2024-12-11,79.10250276568485,79.10250276568485,79.10250276568485,89.50649556723626
2024-12-12,79.61584440605253,79.61584440605253,79.61584440605253,90.08735470129112
2024-12-13,78.87181489871533,78.87181489871533,78.87181489871533,89.24546637321082
2024-12-14,80.6814511696423,80.6814511696423,80.6814511696423,91.29311588111362
2024-12-15,81.23473523220612,81.23473523220612,81.23473523220612,91.91917088268525
2024-12-16,79.33482093560116,79.33482093560116,79.33482093560116,89.76936949054812
2024-12-17,74.66435166239134,74.66435166239134,74.66435166239134,84.48461461322437
2024-12-18,72.62111155741924,72.62111155741924,72.62111155741924,82.1726364203192
2024-12-19,73.57640409819643,73.57640409819643,73.57640409819643,83.25357424879434
2024-12-20,72.9694202493068,72.9694202493068,72.9694202493068,82.56675657197624
2024-12-21,71.39012099139902,71.39012099139902,71.39012099139902,80.77973925792251
2024-12-22,71.16151965132993,71.16151965132993,71.16151965132993,80.52107102220097
2024-12-23,73.99811877957373,73.99811877957373,73.99811877957373,83.73075514623253
2024-12-24,74.5726371474206,74.5726371474206,74.5726371474206,84.38083730478705
2024-12-25,71.84412115276392,71.84412115276392,71.84412115276392,81.29345199784812
2024-12-26,70.72468709060209,70.72468709060209,70.72468709060209,80.0267838594265
2024-12-27,71.47541899141889,71.47541899141889,71.47541899141889,80.87625611634972
2024-12-28,68.54699942472934,68.54699942472934,68.54699942472934,77.5626748287724
2024-12-29,69.59783436862443,69.59783436862443,69.59783436862443,78.75172131856876
2024-12-30,69.29590432840668,69.29590432840668,69.29590432840668,78.41007979192304
2024-12-31,69.8425358391277,69.8425358391277,69.8425358391277,79.0286072617326
2025-01-01,69.68565062215181,69.68565062215181,69.68565062215181,78.8510876449461
2025-01-02,70.53717227152408,70.53717227152408,70.53717227152408,79.8146060681332
2025-01-03,70.39212744828222,70.39212744828222,70.39212744828222,79.65048415827398
2025-01-04,69.98560726341388,69.98560726341388,69.98560726341388,79.19049622043727
2025-01-05,71.9718333122973,71.9718333122973,71.9718333122973,81.43796155748896
2025-01-06,68.03820566508578,68.03820566508578,68.03820566508578,76.98696173753089
2025-01-07,67.64109145321815,67.64109145321815,67.64109145321815,76.53761689758942
2025-01-08,66.6158288713877,66.6158288713877,66.6158288713877,75.3775061864569
2025-01-09,67.3670402228142,67.3670402228142,67.3670402228142,76.22752095395022
2025-01-10,67.70620291576095,67.70620291576095,67.70620291576095,76.61129217497889
2025-01-11,65.61622459215897,65.61622459215897,65.61622459215897,74.24642849789367
2025-01-12,66.10351269301906,66.10351269301906,66.10351269301906,74.79780738875881
2025-01-13,69.87868556043504,69.87868556043504,69.87868556043504,79.06951159164409
2025-01-14,82.33858990285732,82.33858990285732,82.33858990285732,93.16821054301286
2025-01-15,84.2034353722777,84.2034353722777,84.2034353722777,95.27833066445439
2025-01-16,87.54142321951633,87.54142321951633,87.54142321951633,99.0553488877256
2025-01-17,104.47463277671496,104.47463277671496,104.47463277671496,118.2157065651564
2025-01-18,100.93906545058753,100.93906545058753,100.93906545058753,114.21512213180304
2025-01-19,101.86390916836416,101.86390916836416,101.86390916836416,115.2616063419268
2025-01-20,105.73267535631177,105.73267535631177,105.73267535631177,119.63921376956971
2025-01-21,103.30495561651544,103.30495561651544,103.30495561651544,116.89218708228218
2025-01-22,103.5078466686424,103.5078466686424,103.5078466686424,117.12176347269838
2025-01-23,104.46428752002798,104.46428752002798,104.46428752002798,118.20400064385909
2025-01-24,104.34111647429205,104.34111647429205,104.34111647429205,118.0646294700818
2025-01-25,102.22250475877651,102.22250475877651,102.22250475877651,115.66736638113503
2025-01-26,103.81057686999439,103.81057686999439,103.81057686999439,117.46431040203694
2025-01-27,100.99287430246652,100.99287430246652,100.99287430246652,114.27600821749935
2025-01-28,102.01305062501864,102.01305062501864,102.01305062501864,115.43036369677911
2025-01-29,102.68029945878426,102.68029945878426,102.68029945878426,116.18537273813139
2025-01-30,100.43165226483815,100.43165226483815,100.43165226483815,113.6409711950676
2025-01-31,98.67273281507758,98.67273281507758,98.67273281507758,111.65070906139697
2025-02-01,95.7949217096073,95.7949217096073,95.7949217096073,108.39439253601314
2025-02-02,99.35208825607273,99.35208825607273,99.35208825607273,112.4194170370236
2025-02-03,95.85624185520436,95.85624185520436,95.85624185520436,108.46377784176413
2025-02-04,94.72798647403167,94.72798647403167,94.72798647403167,107.18712815632014
2025-02-05,94.67103933530002,94.67103933530002,94.67103933530002,107.12269101915965
2025-02-06,94.62441680694792,94.62441680694792,94.62441680694792,107.06993644147401
2025-02-07,94.56356729886105,94.56356729886105,94.56356729886105,107.00108367404667
2025-02-08,94.58122601044089,94.58122601044089,94.58122601044089,107.02106495573159
2025-02-09,95.53041362393863,95.53041362393863,95.53041362393863,108.09509490357878
2025-02-10,93.91002828628885,93.91002828628885,93.91002828628885,106.26158764438141
2025-02-11,95.96101753090795,95.96101753090795,95.96101753090795,108.5823341860646
2025-02-12,94.72378015128447,94.72378015128447,94.72378015128447,107.18236859505262
2025-02-13,95.59871489260334,95.59871489260334,95.59871489260334,108.1723795277971
2025-02-14,95.66654552375789,95.66654552375789,95.66654552375789,108.2491316136918
2025-02-15,94.24331808308057,94.24331808308057,94.24331808308057,106.63871353390616
2025-02-16,93.91179317695203,93.91179317695203,93.91179317695203,106.26358466309507
2025-02-17,93.80564480851044,93.80564480851044,93.80564480851044,106.14347508201733
2025-02-18,93.66493634129768,93.66493634129768,93.66493634129768,105.98425986939431
2025-02-19,95.13387364298174,95.13387364298174,95.13387364298174,107.64639982053085
2025-02-20,93.07933810133561,93.07933810133561,93.07933810133561,105.32164055348457
2025-02-21,93.43646391782988,93.43646391782988,93.43646391782988,105.72573750608892
2025-02-22,93.15290584533987,93.15290584533987,93.15290584533987,105.40488432861663
2025-02-23,88.59956378181242,88.59956378181242,88.59956378181242,100.25266187071952
2025-02-24,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-02-25,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-02-26,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-02-27,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-02-28,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-01,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-02,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-03,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-04,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-05,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-06,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-07,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-08,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-09,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-10,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-11,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-12,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-13,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-14,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-15,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-16,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-17,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-18,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-19,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-20,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-21,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-22,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-23,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-24,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-25,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-26,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-27,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-28,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-29,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-30,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-03-31,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-01,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-02,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-03,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-04,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-05,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-06,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-07,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-08,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-09,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-10,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-11,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-12,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-13,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-14,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-15,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-16,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-17,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-18,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-19,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-20,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-21,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-22,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-23,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-24,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-25,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-26,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-27,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-28,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-29,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-04-30,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-01,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-02,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-03,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-04,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-05,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-06,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-07,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-08,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-09,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-10,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-11,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-12,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-13,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-14,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-15,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-16,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-17,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-18,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-19,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-20,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-21,88.46666443613971,88.46666443613971,88.46666443613971,100.10228287791345
2025-05-22,86.0573666957501,86.0573666957501,86.0573666957501,97.37610115191775
2025-05-23,85.92828064570648,85.92828064570648,85.92828064570648,97.23003700018988
2025-05-24,86.43518756358887,86.43518756358887,86.43518756358887,97.80361508194589
2025-05-25,86.517327515652,86.517327515652,86.517327515652,97.8965585287166
2025-05-26,86.12470799135974,86.12470799135974,86.12470799135974,97.45229954218652
2025-05-27,85.21048526231877,85.21048526231877,85.21048526231877,96.41783325119238
2025-05-28,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-05-29,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-05-30,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-05-31,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-01,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-02,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-03,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-04,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-05,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-06,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-07,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-08,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-09,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-10,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-11,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-12,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-13,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-14,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-15,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-16,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-17,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-18,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-19,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-20,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-21,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-22,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-23,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-24,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-25,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-26,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-27,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-28,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-29,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-06-30,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-01,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-02,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-03,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-04,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-05,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-06,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-07,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-08,85.08266953442529,85.08266953442529,85.08266953442529,96.2732065013156
2025-07-09,88.60820658748669,88.60820658748669,88.60820658748669,100.2624414253572
2025-07-10,89.76739226811394,89.76739226811394,89.76739226811394,101.57408953201704
2025-07-11,89.68516177487017,89.68516177487017,89.68516177487017,101.48104363559557
2025-07-12,90.95813808231753,90.95813808231753,90.95813808231753,102.92144873323507
2025-07-13,91.9581138623296,91.9581138623296,91.9581138623296,104.0529467843918
2025-07-14,95.7501098039784,95.7501098039784,95.7501098039784,108.34368672403129
2025-07-15,102.87394799933796,102.87394799933796,102.87394799933796,116.40449099141871
2025-07-16,106.09380324809294,106.09380324809294,106.09380324809294,120.04783917224078
2025-07-17,108.23132087674426,108.23132087674426,108.23132087674426,122.46649478318267
2025-07-18,109.60720481501532,109.60720481501532,109.60720481501532,124.0233424847868
2025-07-19,114.63227837798891,114.63227837798891,114.63227837798891,129.7093411430296
2025-07-20,114.80437829841135,114.80437829841135,114.80437829841135,129.90407658408188
2025-07-21,114.3124898733741,114.3124898733741,114.3124898733741,129.34749230930126
2025-07-22,110.71425891305199,110.71425891305199,110.71425891305199,125.27600237864793
2025-07-23,113.11419840617727,113.11419840617727,113.11419840617727,127.99159500963405
2025-07-24,113.66406375476109,113.66406375476109,113.66406375476109,128.61378164930818
2025-07-25,114.15656246320407,114.15656246320407,114.15656246320407,129.1710564752982
2025-07-26,118.15391877088891,118.15391877088891,118.15391877088891,133.69416689690257
2025-07-27,115.9233329228602,115.9233329228602,115.9233329228602,131.17020222652638
2025-07-28,115.76435409566145,115.76435409566145,115.76435409566145,130.99031363647632
2025-07-29,116.25898879602458,116.25898879602458,116.25898879602458,131.55000539169927
2025-07-30,112.85330225021768,112.85330225021768,112.85330225021768,127.69638436761329
2025-07-31,106.43952879745221,106.43952879745221,106.43952879745221,120.43903643236887
2025-08-01,103.56326310613639,103.56326310613639,103.56326310613639,117.18446858244195
2025-08-02,103.4079182114772,103.4079182114772,103.4079182114772,117.00869187956829
2025-08-03,109.88447630645526,109.88447630645526,109.88447630645526,124.33708223576542
2025-08-04,106.66589494164629,106.66589494164629,106.66589494164629,120.69517548705714
2025-08-05,107.46432335716815,107.46432335716815,107.46432335716815,121.59861756456453
2025-08-06,107.81478512916011,107.81478512916011,107.81478512916011,121.99517398117
2025-08-07,107.62362416261905,107.62362416261905,107.62362416261905,121.77887048120338
2025-08-08,114.04135548484797,114.04135548484797,114.04135548484797,129.04069684649997
2025-08-09,113.772353409417,113.772353409417,113.772353409417,128.73631415024747
2025-08-10,113.04029303498545,113.04029303498545,113.04029303498545,127.9079692007444
2025-08-11,122.87158281665683,122.87158281665683,122.87158281665683,139.03232386079844
2025-08-12,127.12154794470958,127.12154794470958,127.12154794470958,143.84126759323343
2025-08-13,121.7024275276195,121.7024275276195,121.7024275276195,137.70939488842936
2025-08-14,118.82852177249276,118.82852177249276,118.82852177249276,134.45749736637654
2025-08-15,118.36064552587251,118.36064552587251,118.36064552587251,133.9280834827453
2025-08-16,119.70806487683723,119.70806487683723,119.70806487683723,135.45272277919813
2025-08-17,115.44311057841219,115.44311057841219,115.44311057841219,130.62681841891222
2025-08-18,109.08877299559492,109.08877299559492,109.08877299559492,123.43672368355467
2025-08-19,116.06328750256499,116.06328750256499,116.06328750256499,131.3285643962426
2025-08-20,113.0959670963682,113.0959670963682,113.0959670963682,127.97096581847623
2025-08-21,129.3370008584829,129.3370008584829,129.3370008584829,146.34810896326516
2025-08-22,127.9004494765545,127.9004494765545,127.9004494765545,144.72261450477046
2025-08-23,127.94729063396787,127.94729063396787,127.94729063396787,144.77561646680448
2025-08-24,117.13447785666926,117.13447785666926,117.13447785666926,132.54064355087195
2025-08-25,123.14219087462772,123.14219087462772,123.14219087462772,139.33852376717778
