ts,phase54_phase42_core,phase54_phase42_bnb_trend_base,phase54_phase42_bnb_trend_strict,phase54_phase42_bnb_trend_gap
2022-08-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-13,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-14,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-15,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-16,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-17,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-18,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-19,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-20,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-21,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-22,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-23,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-24,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-25,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-26,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-27,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-28,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-29,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-30,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-31,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-01,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-02,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-03,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-04,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-05,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-06,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-13,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-14,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-15,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-16,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-17,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-18,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-19,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-20,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-21,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-22,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-23,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-24,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-25,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-26,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-27,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-28,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-29,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-30,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-01,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-02,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-03,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-04,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-05,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-06,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-13,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-14,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-15,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-16,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-17,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-18,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-19,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-20,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-21,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-22,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-23,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-24,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-25,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-26,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-27,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-28,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-29,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-30,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-31,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-01,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-02,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-03,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-04,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-05,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-06,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-13,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-14,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-15,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-16,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-17,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-18,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-19,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-20,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-21,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-22,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-23,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-24,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-25,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-26,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-27,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-28,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-29,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-30,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-01,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-02,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-03,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-04,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-05,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-06,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-13,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-14,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-15,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-16,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-17,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-18,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-19,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-20,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-21,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-22,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-23,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-24,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-25,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-26,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-27,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-28,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-29,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-30,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-31,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-01,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-02,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-03,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-04,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-05,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-06,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-07,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-08,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-09,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-10,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-11,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-12,19.859621009482797,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-13,20.200630485834363,25.792836639438757,27.156968431083857,23.422375280980535
2023-01-14,20.092544234373275,25.654828519897134,27.011661336791857,23.29705064092975
2023-01-15,19.756786942600524,25.226122446427407,26.560281852395423,22.907744312261357
2023-01-16,20.012054472646927,25.552056515983153,26.90345392614887,23.20372378131746
2023-01-17,19.000183182372893,24.26006560963604,25.54313219235141,22.03047183190587
2023-01-18,19.365836671358277,24.72694414170238,26.034703000700944,22.454442422715964
2023-01-19,20.761759110440867,26.509304323867603,27.911328665280625,24.07299681656332
2023-01-20,20.216728438179626,25.813391040221543,27.178609913212444,23.441040652902984
2023-01-21,20.140838091409073,25.71649172224551,27.076585783177634,23.353046756697115
2023-01-22,20.67437022628084,26.39772329104672,27.79384633372539,23.971670511841413
2023-01-23,20.05114949977115,25.601974346455656,26.956011811318316,23.249053970271998
2023-01-24,20.55478543743027,26.24503345666024,27.63308103791296,23.833013463274586
2023-01-25,20.1270398465417,25.698873664431687,27.058035941353122,23.337047866477867
2023-01-26,20.44209977101339,26.101152651180676,27.481590663012785,23.702355859817388
2023-01-27,20.621476954289243,26.330187402760394,27.722738606731426,23.910341432667625
2023-01-28,21.810425720361234,27.848276717718257,29.321116643943444,25.288912473226247
2023-01-29,21.012427225531486,26.82936570748542,28.248317458425902,24.363643322213015
2023-01-30,21.63794765951907,27.628050995045456,29.08924362113706,25.08892634548564
2023-01-31,23.07296512572588,29.46032900768318,31.018427170886184,26.75281092828753
2023-02-01,22.684314561961532,28.964087045927126,30.495939959495797,26.30217552044535
2023-02-02,22.964878874264784,29.32232088814155,30.87312007659418,26.627486288236742
2023-02-03,22.65441836474889,28.925914587330507,30.45574863554269,26.267511258303642
2023-02-04,22.222073358904524,28.373882109164008,29.87452025837468,25.766212698100503
2023-02-05,22.06109383545184,28.16833810133606,29.658105437088725,25.579558978875934
2023-02-06,23.194849622054335,29.615955185038622,31.182284107002697,26.89413445855756
2023-02-07,22.81769759567947,29.134394938127425,30.675255097132737,26.45683145923142
2023-02-08,21.168807334028372,27.029037029375424,28.458548999103694,24.544964078031164
2023-02-09,21.13705412302733,26.98849347383136,28.41586117560504,24.50814663191412
2023-02-10,21.13705412302733,26.98849347383136,28.41586117560504,24.50814663191412
2023-02-11,20.708524339490662,26.441332398356703,27.839761839921174,24.01127177367087
2023-02-12,20.677461552981427,26.40167039975917,27.798002197161292,23.975254866010367
2023-02-13,20.677461552981427,26.40167039975917,27.798002197161292,23.975254866010367
2023-02-14,22.157009239496347,28.29080607823711,29.78705050152709,25.69077167544661
2023-02-15,21.236853341299017,27.115920433867608,28.55002749392623,24.62386256190686
2023-02-16,21.57517764110459,27.54790414854211,29.00485796744692,25.01614530388752
2023-02-17,21.48682543542288,27.435093114773608,28.88608058264215,24.913702040058173
2023-02-18,20.995500974558734,26.80775370747561,28.22556244275223,24.344017548519385
2023-02-19,20.66579640213674,26.38677594731511,27.782320006773467,23.961729271302566
2023-02-20,20.213260714498706,25.808963335330105,27.17394803582222,23.43701987120105
2023-02-21,20.53219062769122,26.216183652348107,27.602705424873573,23.80681506746307
2023-02-22,20.38350033032444,26.02633093698161,27.40281177727531,23.63441055028686
2023-02-23,19.72840104917224,25.189878393917603,26.522120924088746,22.874831228235138
2023-02-24,20.073190144515504,25.630116574477608,26.98564242576589,23.274609818788676
2023-02-25,20.530035695845324,26.21343216371961,27.599808415488095,23.804316451272108
2023-02-26,20.271443874337876,25.88325352829961,27.25216728923024,23.504482508356954
2023-02-27,20.213260714498702,25.80896333533011,27.173948035822225,23.43701987120105
2023-02-28,21.070923589165066,26.904055809473114,28.326957771244107,24.431469115202972
2023-03-01,20.555894877996067,26.24645002726161,27.634572528113882,23.834299845563628
2023-03-02,19.515062796428598,24.917481019696105,26.23531699492602,22.62746822533014
2023-03-03,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-04,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-05,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-06,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-07,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-08,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-09,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-10,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-11,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-12,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-13,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-14,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-15,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-16,19.485790202233957,24.880104798166563,26.19596401943363,22.593527022992145
2023-03-17,19.109709695668307,24.399912703373907,25.690375520524583,22.157466437317904
2023-03-18,19.866342979396038,25.366007236751802,26.707564870852554,23.03477314979795
2023-03-19,19.68463110947678,25.133991479641598,26.46327826215433,22.82408053734498
2023-03-20,19.960515550142905,25.486249906152306,26.834166935705934,23.143965053226637
2023-03-21,19.353649323120294,24.71138293026444,26.018318787763175,22.440311346742376
2023-03-22,20.095411010834155,25.658488915397644,27.015515323324713,23.30037463193889
2023-03-23,19.49817510100105,24.895918248688293,26.212613811878278,22.607887156302997
2023-03-24,19.504197600246396,24.903607975962167,26.220710233521988,22.61487016792498
2023-03-25,19.862919813551393,25.361636424787164,26.702962895342804,23.030804032343003
2023-03-26,19.26412146287633,24.597070781662417,25.897960897149172,22.33650492633348
2023-03-27,19.360822346985632,24.720541685626014,26.027961931466184,22.44862837709404
2023-03-28,20.133186569190308,25.706722004277072,27.066299364271547,23.344174913563116
2023-03-29,19.905872732697475,25.41648014006124,26.760707185556466,23.080607398250752
2023-03-30,20.216109565875104,25.812600843486745,27.177777924545154,23.44032307830168
2023-03-31,20.207139735041522,25.801147865247465,27.165719221082874,23.42992267302035
2023-04-01,20.007672855554606,25.546461921598702,26.897563444802937,23.19864335177615
2023-04-02,19.743570639237582,25.20924743087498,26.54251435085856,22.892420175848354
2023-04-03,20.00312757310529,25.540658353844837,26.891452937902027,23.1933731543256
2023-04-04,20.006351882842775,25.544775259720236,26.895787578734865,23.197111700642086
2023-04-05,19.566056068627095,24.982590925074966,26.303870433605237,22.68659427880041
2023-04-06,19.475248485225826,24.86664478339718,26.181792131273998,22.581304035593647
2023-04-07,19.3195484860683,24.667841847724105,25.972474904031714,22.400771857943383
2023-04-08,19.425090096235483,24.80260088465686,26.11436107820266,22.523146018632488
2023-04-09,20.267698389732555,25.878471169024802,27.247132000492233,23.500139666380008
2023-04-10,20.652764512714256,26.37013639761328,27.76480042440737,23.94661896051859
2023-04-11,20.439161821243534,26.097401379232924,27.47764099375827,23.698949344257695
2023-04-12,20.77135897006932,26.52156174381953,27.924234355776562,24.084127732255318
2023-04-13,21.61732276562828,27.60171644478458,29.061516288929337,25.065012042158397
2023-04-14,21.520661990686854,27.478296753540086,28.931569175870205,24.952935097470153
2023-04-15,21.809614914287057,27.8472414535649,29.320026626729618,25.28797235384918
2023-04-16,21.349781387489017,27.260110717900194,28.7018437150841,24.754801201642163
2023-04-17,21.65345474859361,27.64785096195904,29.110090768890743,25.10690661892685
2023-04-18,19.905840290467278,25.416438716743073,26.760663571441455,23.080569781895612
2023-04-19,20.00105990369499,25.538018284795424,26.888673240855404,23.19097571782386
2023-04-20,19.03136395060846,24.29987825122445,25.585050445310117,22.066625537884278
2023-04-21,19.002816904682547,24.263428433847615,25.54667286964215,22.03352559957745
2023-04-22,18.851017841338937,24.069606342720945,25.342599913900433,21.857516507612296
2023-04-23,18.646916595537974,23.80900308607795,25.068213869719855,21.620863697304312
2023-04-24,19.126343190372268,24.421150902446097,25.712736965673074,22.176752763824584
2023-04-25,19.203724998275778,24.519954567585128,25.816766160001908,22.2664759903302
2023-04-26,19.91839499147932,25.43246897641678,26.777541639642582,23.095126798759548
2023-04-27,19.809540076204048,25.2934794013605,26.63120118260725,22.968910902748544
2023-04-28,19.754629404656797,25.22336763024656,26.557381339469977,22.905242674332985
2023-04-29,19.75649467793028,25.22574927317917,26.559888942756857,22.9074054350767
2023-04-30,18.96919391708141,24.22049748537379,25.501471388753565,21.99454017116649
2023-05-01,19.32001318780822,24.668435194356146,25.973099631586127,22.401310673727068
2023-05-02,19.682015488298468,25.13065176755635,26.459761919344288,22.82104775770604
2023-05-03,19.49549068088827,24.89249069183608,26.209004978366387,22.604774605170633
2023-05-04,19.94670758428845,25.468619436258958,26.81560402535173,23.127954891645956
2023-05-05,19.50227803231555,24.901157007805825,26.21812963853829,22.612644453213502
2023-05-06,19.219629463416585,24.540261917472158,25.8381475252046,22.28491701628889
2023-05-07,18.704960288605605,23.883115203236517,25.146245629241747,21.68816462450445
2023-05-08,18.677567511729773,23.848139194960222,25.10941980950417,21.65640304654658
2023-05-09,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-10,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-11,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-12,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-13,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-14,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-15,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-16,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-17,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-18,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-19,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-20,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-21,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-22,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-23,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-24,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-25,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-26,18.64955116046218,23.81236698616778,25.071755679789916,21.62391844197676
2023-05-27,18.684418763500133,23.85688710101258,25.118630374895755,21.66434698622818
2023-05-28,18.365852078304833,23.450130565578107,24.690361295912773,21.29497294822997
2023-05-29,18.42618667777364,23.52716778819827,24.771472863901973,21.364930152396298
2023-05-30,18.153474288174632,23.178959541955123,24.404848576590783,21.048723589564496
2023-05-31,18.04487200913078,23.04029254123883,24.258847754210226,20.92280062206511
2023-06-01,18.017804701117086,23.005732102426972,24.222459482578913,20.891416421132014
2023-06-02,17.79678033880296,22.723520847956372,23.925322636574315,20.635141471496595
2023-06-03,17.71189903353045,22.61514157523162,23.811211399833898,20.53672267274542
2023-06-04,17.045907253699987,21.76478112769895,22.9158770807937,19.764513636390042
2023-06-05,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-06,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-07,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-08,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-09,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-10,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-11,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-12,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-13,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-14,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-15,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-16,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-17,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-18,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-19,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-20,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-21,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-22,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-23,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-24,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-25,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-26,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-27,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-28,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-29,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-06-30,17.020338392819436,21.732133956007402,22.88150326517251,19.73486686593546
2023-07-01,16.723839515787187,21.35355433175099,22.482901318116298,19.391080172093965
2023-07-02,17.005393041766506,21.713051234876616,22.861411296903473,19.717537920617975
2023-07-03,16.94380320795853,21.634411287317885,22.778612239043778,19.64612528812835
2023-07-04,16.952601755645386,21.645645565540562,22.790440675880877,19.656327092769725
2023-07-05,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-06,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-07,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-08,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-09,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-10,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-11,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-12,16.927172853011918,21.613177097192253,22.756255014867058,19.626842602130573
2023-07-13,16.522676398945816,21.09670257585118,22.212465184086202,19.15783408511394
2023-07-14,16.71710949627943,21.344961219082276,22.47385373282232,19.383276799685888
2023-07-15,16.5061289013004,21.075574180682572,22.190219350151214,19.138647471107817
2023-07-16,16.541292333796907,21.120472020415857,22.237491747263068,19.17941902587083
2023-07-17,16.50199202688905,21.070292081890422,22.18465789166747,19.133850817606287
2023-07-18,16.611619198789917,21.210267699882426,22.332036541486772,19.260962135396856
2023-07-19,16.69849356142834,21.321191774517594,22.448827169645458,19.361691858929
2023-07-20,16.63644044525804,21.24196029263533,22.36540529238925,19.289742056406038
2023-07-21,17.35418815562787,22.15840443307353,23.330318339319387,20.12196143892163
2023-07-22,17.32815687339443,22.12516682642392,23.29532286181041,20.09177849676325
2023-07-23,16.90933488528698,21.590400986920265,22.732274321456497,19.60615970440634
2023-07-24,16.88397088295905,21.558015385439887,22.698175909974314,19.576750464849734
2023-07-25,16.88397088295905,21.558015385439887,22.698175909974314,19.576750464849734
2023-07-26,16.88397088295905,21.558015385439887,22.698175909974314,19.576750464849734
2023-07-27,16.88397088295905,21.558015385439887,22.698175909974314,19.576750464849734
2023-07-28,16.88397088295905,21.558015385439887,22.698175909974314,19.576750464849734
2023-07-29,16.203330988254926,20.688951737812694,21.78314921581355,18.787557124763318
