ts,phase49_no_bnb_baseline,phase49_bnb_hybrid_base,phase49_bnb_hybrid_strict
2019-11-17,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-18,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-19,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-20,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-21,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-22,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-23,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-24,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-25,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-26,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-27,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-28,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-29,2.380414821482908,2.1237276893575694,2.096036863090743
2019-11-30,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-01,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-02,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-03,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-04,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-05,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-06,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-07,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-08,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-09,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-10,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-11,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-12,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-13,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-14,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-15,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-16,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-17,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-18,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-19,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-20,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-21,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-22,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-23,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-24,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-25,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-26,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-27,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-28,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-29,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-30,2.380414821482908,2.1237276893575694,2.096036863090743
2019-12-31,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-01,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-02,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-03,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-04,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-05,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-06,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-07,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-08,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-09,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-10,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-11,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-12,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-13,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-14,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-15,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-16,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-17,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-18,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-19,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-20,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-21,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-22,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-23,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-24,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-25,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-26,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-27,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-28,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-29,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-30,2.380414821482908,2.1237276893575694,2.096036863090743
2020-01-31,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-01,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-02,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-03,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-04,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-05,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-06,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-07,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-08,2.380414821482908,2.1237276893575694,2.096036863090743
2020-02-09,2.30307143485904,2.054724467616801,2.0279333594422
2020-02-10,2.7158450612886518,2.4229874997462195,2.3913946895011073
2020-02-11,2.711771293696719,2.4193530184966003,2.387807597466856
2020-02-12,2.7340315133940063,2.439212853226104,2.407408484104314
2020-02-13,2.9055198495986168,2.592209097709539,2.558409843628299
2020-02-14,2.698979827324852,2.407940893569359,2.3765442727696433
2020-02-15,2.6375374822675854,2.353124057310588,2.322442181389392
2020-02-16,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-17,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-18,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-19,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-20,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-21,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-22,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-23,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-24,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-25,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-26,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-27,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-28,2.633581176044184,2.3495943712246223,2.318958518117308
2020-02-29,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-01,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-02,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-03,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-04,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-05,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-06,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-07,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-08,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-09,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-10,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-11,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-12,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-13,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-14,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-15,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-16,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-17,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-18,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-19,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-20,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-21,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-22,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-23,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-24,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-25,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-26,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-27,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-28,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-29,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-30,2.633581176044184,2.3495943712246223,2.318958518117308
2020-03-31,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-01,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-02,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-03,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-04,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-05,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-06,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-07,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-08,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-09,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-10,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-11,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-12,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-13,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-14,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-15,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-16,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-17,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-18,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-19,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-20,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-21,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-22,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-23,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-24,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-25,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-26,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-27,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-28,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-29,2.633581176044184,2.3495943712246223,2.318958518117308
2020-04-30,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-01,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-02,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-03,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-04,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-05,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-06,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-07,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-08,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-09,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-10,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-11,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-12,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-13,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-14,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-15,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-16,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-17,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-18,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-19,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-20,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-21,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-22,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-23,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-24,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-25,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-26,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-27,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-28,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-29,2.633581176044184,2.3495943712246223,2.318958518117308
2020-05-30,2.601064554902726,2.320584112987596,2.290326518366444
2020-05-31,2.780391539951493,2.480573741753152,2.4482300769466168
2020-06-01,2.6625584053574083,2.375446900665277,2.3444739620149875
2020-06-02,2.738836318530956,2.443499542091934,2.411639279760653
2020-06-03,2.7241631810482323,2.4304086521846036,2.398719079137037
2020-06-04,2.6751679582131547,2.3866967283459353,2.3555771056243313
2020-06-05,2.6884296717704497,2.398528392321381,2.367254499090788
2020-06-06,2.717543029379934,2.4245023709436926,2.392889808620497
2020-06-07,2.7379890515178924,2.4427436383731025,2.4108932321070107
2020-06-08,2.709097933279473,2.416967934396763,2.3854536119630243
2020-06-09,2.7533235681213615,2.45642458894516,2.424395799721896
2020-06-10,2.5614198712069376,2.2852144321484738,2.2554180151501098
2020-06-11,2.6396481298217345,2.3550071075305623,2.3243006789245957
2020-06-12,2.645870832211548,2.360558797617774,2.329779981724839
2020-06-13,2.575420951584018,2.2977057348447003,2.267746446450657
2020-06-14,2.5653090602005713,2.2886842384529817,2.258842579400262
2020-06-15,2.614646200576949,2.3327012098587305,2.3022856230307616
2020-06-16,2.5982004871181563,2.318028886056814,2.2878046084872614
2020-06-17,2.575188023517604,2.2974979240968394,2.267541345302216
2020-06-18,2.548139688609234,2.273366290703573,2.2437243590603604
2020-06-19,2.596951051604799,2.316914180850042,2.2867044376807213
2020-06-20,2.5998735153765073,2.3195215067569004,2.2892777672286915
2020-06-21,2.788216978451114,2.4875553402010473,2.455120643841523
2020-06-22,2.7840346529834377,2.483824007190746,2.451437962875761
2020-06-23,2.7840346529834377,2.483824007190746,2.451437962875761
2020-06-24,2.7551728133059252,2.4580744245819686,2.426024123508472
2020-06-25,2.72128122515085,2.427837466068831,2.3961814181612278
2020-06-26,2.6181844360077897,2.3358579069554413,2.3054011606363947
2020-06-27,2.6654667565458143,2.3780416357902032,2.3470348649495083
2020-06-28,2.701017373491697,2.4097587251396475,2.378338402027037
2020-06-29,2.673406394330394,2.385125119078245,2.354025988230156
2020-06-30,2.7372790027764973,2.442110156276081,2.410268009846116
2020-07-01,2.7830950875303238,2.482985757844147,2.4506106432811934
2020-07-02,2.7432587193927014,2.4474450624603876,2.415533355341903
2020-07-03,2.794924227413985,2.493539326779063,2.4610266065120747
2020-07-04,2.750796896769544,2.454170375997344,2.4221709789694255
2020-07-05,2.938489378273459,2.6216234251284107,2.587440643990291
2020-07-06,3.128671521577378,2.791297668504316,2.754902541584379
2020-07-07,3.5516171075452254,3.1686357878544227,3.127320630763416
2020-07-08,3.3238855845153736,2.9654612248189016,2.9267952169361706
2020-07-09,3.304023864034036,2.947741252079772,2.9093062910911556
2020-07-10,3.275675487185199,2.922449764092517,2.884344573348643
2020-07-11,3.3249770121396987,2.966434960592091,2.9277562563791006
2020-07-12,3.2799208962785036,2.9262373782355366,2.8880828016095994
2020-07-13,3.292794072238845,2.937722401765981,2.8994180744008853
2020-07-14,3.267732463720308,2.915363260212031,2.877350468860403
2020-07-15,3.1987103287840086,2.853783985112628,2.8165741126177624
2020-07-16,3.1863849475453834,2.842787685987734,2.805721191860148
2020-07-17,3.227469551674133,2.8794420164040457,2.841897594385529
2020-07-18,3.274579897741766,2.921472315281416,2.8833798692812995
2020-07-19,3.2321258068087246,2.8835961738512275,2.845997586671739
2020-07-20,3.3633226426598646,3.000645668980649,2.961520898736123
2020-07-21,3.6118844976387994,3.222404367999334,3.1803881340146796
2020-07-22,3.7701971722149143,3.3636457212035213,3.3197878717458154
2020-07-23,3.8229224141801423,3.410685445237787,3.366214254986721
2020-07-24,4.180495418780693,3.7297003009610856,3.681069544965956
2020-07-25,4.259103961347034,3.799832253157628,3.750287061797852
2020-07-26,4.408788869056111,3.93337619697439,3.8820897549986575
2020-07-27,4.338123349954661,3.870330748658334,3.8198663426550015
2020-07-28,4.350996525915003,3.8818157721887787,3.831201615446288
2020-07-29,4.586000461531452,4.091478542170081,4.038130637891469
2020-07-30,4.742943649303275,4.231498084360391,4.1763244955384256
2020-07-31,5.299913932608689,4.728408623704188,4.666755925774177
2020-08-01,5.100242756542967,4.550268577880914,4.490938609500824
2020-08-02,5.153333149467805,4.597634077572734,4.537686520680906
2020-08-03,5.1405460528163305,4.632089394218148,4.5264270436723155
2020-08-04,5.394515062244006,4.838105092665767,4.750055463827853
2020-08-05,5.402575893646066,4.729151684435295,4.757153302243829
2020-08-06,5.325306738844429,4.642587671485154,4.689115162259806
2020-08-07,5.402093621681841,4.765469487178786,4.756728645244583
2020-08-08,5.3654731038649555,4.718868203518378,4.724483023768472
2020-08-09,5.462497036934551,4.749938821142062,4.809915923312103
2020-08-10,5.232457903065131,4.467358493869687,4.607358579023936
2020-08-11,5.311573470529806,4.5215035652277304,4.677022548662218
2020-08-12,5.410632131981802,4.605827747771178,4.764247096307432
2020-08-13,5.401694024911483,4.598219139284622,4.756376786588065
2020-08-14,5.443885932181758,4.634135212027428,4.793528207493566
2020-08-15,5.470801300851888,4.657047054643675,4.817228112403889
2020-08-16,5.640804464774674,4.801763100847626,4.966921726814438
2020-08-17,5.486422319426481,4.670344525076756,4.8309829548271
2020-08-18,5.398961150447536,4.595892766186214,4.753970396925668
2020-08-19,5.444414134809243,4.634584847164094,4.793993308016549
2020-08-20,5.296420944720461,4.508604901611518,4.663680230181131
2020-08-21,5.356874883702757,4.5600666204707405,4.716911996124763
2020-08-22,5.279407023895354,4.494121716149424,4.648698889570541
2020-08-23,5.30892460335828,4.519248703758465,4.674690130300995
2020-08-24,4.970696308911633,4.2313301712018845,4.376868520847715
2020-08-25,5.018589742234247,4.272099696601595,4.419040330919725
2020-08-26,4.970493829037001,4.231157809192752,4.376690230376057
2020-08-27,5.124042624757506,4.361866991912095,4.511895209444736
2020-08-28,5.169951639694212,4.4009472712048705,4.552319671091959
2020-08-29,5.562771996313646,4.735337570577241,4.89821146298303
2020-08-30,5.62566994050659,4.788879761133728,4.953595259307615
2020-08-31,6.165295395737184,5.248238637227631,5.428753973754214
2020-09-01,5.69972092222653,4.851916030840438,5.018799687557798
2020-09-02,4.946242456739928,4.210513706854478,4.3553360656076086
2020-09-03,5.080363870411966,4.324685233136879,4.473434568712754
2020-09-04,4.944404409015545,4.208949059507515,4.353717601568627
2020-09-05,4.987936142416581,4.246005665966108,4.3920487853183445
2020-09-06,5.044953910531176,4.294542327134754,4.442254885003483
2020-09-07,4.9249316059167,4.192372738173562,4.336571130812972
2020-09-08,4.969941793898668,4.230687886511657,4.376204144510171
2020-09-09,5.027168685523066,4.279402565117206,4.426594384615513
2020-09-10,5.051981433128036,4.300524541002776,4.448442859589377
2020-09-11,5.077771711557898,4.322478644907359,4.471152083969306
2020-09-12,5.025203897198407,4.277730029198395,4.424864321132675
2020-09-13,5.19004185629736,4.418049168881958,4.570009795606242
2020-09-14,5.245260189560164,4.465054052105159,4.618631431210563
2020-09-15,5.327304692126971,4.534894846536672,4.690874428625123
2020-09-16,5.320486293039913,4.5290906501055535,4.684870594459432
2020-09-17,5.317276490331312,4.526358289446111,4.682044253126082
2020-09-18,5.3888939974326036,4.587323051674828,4.745105923542608
2020-09-19,5.3109006549510465,4.520930827590763,4.676430111477565
2020-09-20,5.066245601831558,4.312666986175724,4.461002949181368
2020-09-21,5.120904651289077,4.35919577625372,4.50913211622003
2020-09-22,4.980767583034037,4.239903393826687,4.385736623007195
2020-09-23,5.221434699454961,4.444772484119388,4.597652270313472
2020-09-24,5.1972882290788975,4.424217680067671,4.576390475283046
2020-09-25,5.217680202953386,4.441576450135919,4.5943463074205235
2020-09-26,5.2398813383545395,4.460475278030398,4.613895168309525
2020-09-27,5.201884082957121,4.428129923739147,4.580437282192159
2020-09-28,5.2720912222016025,4.487894103253867,4.642257075356153
2020-09-29,5.241019359314861,4.4614440240823825,4.614897234782258
2020-09-30,5.16444124802755,4.396256522652708,4.547467582305099
2020-10-01,5.140742204695715,4.376082593117156,4.526599762127201
2020-10-02,5.126959506398482,4.364350002043124,4.514463623735212
2020-10-03,5.187542100854599,4.415921239519908,4.56780867523451
2020-10-04,5.24861589239188,4.467910610976395,4.6215862426045184
2020-10-05,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-06,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-07,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-08,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-09,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-10,5.240742968553293,4.46120874505993,4.614653863240612
2020-10-11,5.240742968553293,4.786553430833263,4.951188913915212
2020-10-12,5.158713361595776,4.798312776527815,4.96335272716395
2020-10-13,5.126897866110394,4.815865903434425,4.981509601123555
2020-10-14,5.11268243195735,4.892012742221461,5.060275541894937
2020-10-15,4.948324936130738,4.6930564817319524,4.854476098616144
2020-10-16,4.986503530713196,4.715186393760037,4.877367178112628
2020-10-17,5.119045531054428,4.840516744528149,5.007008318082554
2020-10-18,5.135156356427877,4.855750975111811,5.0227665363220035
2020-10-19,4.989211232456634,4.717746768648048,4.880015618152873
2020-10-20,5.285163033014275,4.99759574390759,5.1694901145514995
2020-10-21,5.604671838739816,5.299719980692823,5.482006039300245
2020-10-22,5.53873930128713,5.2373748521697685,5.417516524320313
2020-10-23,5.579760982700197,5.2761645317231265,5.4576403909300035
2020-10-24,5.494739147956282,5.1957687602395985,5.374479373666355
2020-10-25,5.314135441669047,5.024991755209301,5.197828422982106
2020-10-26,5.462111341947868,5.164916242839072,5.342565671181419
2020-10-27,5.297609744551734,5.009365226176479,5.181664413026238
2020-10-28,5.3732020321839205,5.080844515005039,5.255602261529665
2020-10-29,5.414891598104683,5.1202657392718205,5.296379395094155
2020-10-30,5.507095820050123,5.207453102137718,5.386565603332091
2020-10-31,5.4953157224000995,5.196313963096817,5.375043329001129
2020-11-01,5.410606837162827,5.116214113444402,5.2921884119222495
2020-11-02,5.599950942306395,5.295255949635368,5.47738846605001
2020-11-03,5.64806165975978,5.340748948674273,5.524446215588799
2020-11-04,6.225490100536423,5.886759336624542,6.089236856446912
2020-11-05,6.22145691456133,5.882945597495284,6.085291942184447
2020-11-06,5.9173227460117985,5.595359459314577,5.787814159948946
2020-11-07,6.179599631996059,5.843365782096395,6.04435076268033
2020-11-08,6.121022597274635,5.787975941218099,5.987055765337659
2020-11-09,6.108563646539695,5.776194885690096,5.974869495536777
2020-11-10,6.263114534454568,5.922336613927379,6.126037828903293
2020-11-11,6.505752600017534,6.151772670335248,6.363365433275467
2020-11-12,6.517269142940472,6.162662594739979,6.374629921129872
2020-11-13,6.417337975587303,6.068168711859117,6.276885882101965
2020-11-14,6.37203451530272,6.025330226293348,6.232573949124078
2020-11-15,6.674152090864704,6.311009494909426,6.528079274228347
2020-11-16,7.05183799453823,6.668145396478049,6.897499012701809
2020-11-17,7.098455235204798,6.712226179245327,6.943095972206774
2020-11-18,7.10911722189143,6.722308044072176,6.953524606940221
2020-11-19,7.449681841580339,7.044342441734285,7.2866355107761835
2020-11-20,10.428792922704863,9.861359204822595,10.200544729436698
2020-11-21,10.54251085215866,9.968889707986687,10.311773788689274
2020-11-22,11.456459929658623,10.833110544946768,11.205719858437083
2020-11-23,11.388502027088595,10.768850252023475,11.139249306186011
2020-11-24,10.720782690756492,10.13746172294059,10.486143907752341
2020-11-25,9.785749721046441,9.253304174602647,9.571575395200878
2020-11-26,9.771071096464873,9.239424218340744,9.557218032108077
2020-11-27,10.08725489196746,9.538404359696019,9.866481718965394
2020-11-28,10.352041881724697,9.788784210759601,10.125473488464548
2020-11-29,11.212129956464366,10.602074638103934,10.966737376113167
2020-11-30,10.68219734126269,10.100975813763737,10.448403050653184
2020-12-01,10.932177800505272,10.33735476203211,10.69291235052024
2020-12-02,11.056168973569346,10.454599538572847,10.81418980959624
2020-12-03,10.617050884050197,10.039373994621723,10.38468241148759
2020-12-04,10.90005428966552,10.306979100950459,10.661491906024306
2020-12-05,11.020590036346514,10.420956461883087,10.779389565382242
2020-12-06,10.911006909700196,10.317335785678633,10.672204813203143
2020-12-07,10.431237749667732,9.863671008024859,10.202936048065354
2020-12-08,10.554864594414642,9.980571279460293,10.3238571526406
2020-12-09,10.391685356735856,9.82627067253039,10.16424931257754
2020-12-10,10.267529097403067,9.70886979211381,10.042810380368387
2020-12-11,10.707091212058755,10.124515201662021,10.472752085524824
2020-12-12,10.91561224733432,10.321690545525355,10.676709356814202
2020-12-13,10.97148541034905,10.37452363315895,10.731359660327856
2020-12-14,10.955028182233526,10.358961847709212,10.715262620837365
2020-12-15,12.015177119543415,11.361427766719158,11.75220876935572
2020-12-16,12.838305099785257,12.139769109275955,12.557321484004394
2020-12-17,13.013012273446641,12.30497041377049,12.728204955629046
2020-12-18,13.415227912077446,12.685301380137666,13.121617562739127
2020-12-19,13.209062972498113,12.490353936104512,12.919964820815169
2020-12-20,12.794688845393114,12.098526028229305,12.514659830143291
2020-12-21,13.409134588997743,12.679539596575047,13.115657600250072
2020-12-22,13.083614853345193,12.371731486344,12.797262302879739
2020-12-23,13.363186878270113,12.636091914424032,13.07071551711867
2020-12-24,13.91691902102236,13.159695326957776,13.612328485382127
2020-12-25,14.919850715948815,14.108057210722759,14.593309668007205
2020-12-26,14.800614182153486,13.995308372117117,14.476682786509324
2020-12-27,15.249870049698114,14.42012009458276,14.916106083703557
2020-12-28,15.4219641901719,14.582850541800907,15.084433711894828
2020-12-29,16.261367312465815,15.37658149110074,15.90546536516953
2020-12-30,16.288449374101944,15.40219000972609,15.93195469937457
2020-12-31,16.518249874647555,15.619486996839008,16.156725706147466
2021-01-01,18.121345735239522,17.135357935904636,17.724735652527908
2021-01-02,18.5841003970744,17.572933979257154,18.177362304700203
2021-01-03,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-04,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-05,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-06,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-07,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-08,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-09,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-10,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-11,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-12,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-13,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-14,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-15,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-16,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-17,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-18,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-19,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-20,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-21,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-22,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-23,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-24,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-25,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-26,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-27,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-28,18.55622424647879,17.54657457828827,18.150096261243153
2021-01-29,18.55622424647879,17.54657457828827,18.150096261243153
