ts,daily_accel_w_0p20_aggressive,daily_accel_w_0p20_balanced_v2,daily_accel_w_0p25_aggressive,daily_accel_w_0p25_balanced_v2
2022-08-26,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-08-27,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-08-28,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-08-29,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-08-30,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-08-31,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-01,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-02,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-03,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-04,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-05,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-06,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-07,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-08,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-09,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-10,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-11,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-12,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-13,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-14,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-15,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-16,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-17,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-18,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-19,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-20,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-21,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-22,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-23,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-24,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-25,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-26,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-27,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-28,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-29,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-09-30,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-01,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-02,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-03,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-04,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-05,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-06,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-07,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-08,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-09,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-10,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-11,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-12,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-13,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-14,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-15,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-16,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-17,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-18,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-19,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-20,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-21,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-22,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-23,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-24,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-25,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-26,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-27,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-28,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-29,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-30,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-10-31,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-01,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-02,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-03,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-04,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-05,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-06,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-07,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-08,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-09,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-10,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-11,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-12,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-13,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-14,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-15,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-16,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-17,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-18,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-19,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-20,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-21,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-22,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-23,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-24,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-25,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-26,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-27,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-28,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-29,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-11-30,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-01,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-02,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-03,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-04,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-05,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-06,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-07,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-08,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-09,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-10,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-11,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-12,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-13,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-14,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-15,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-16,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-17,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-18,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-19,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-20,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-21,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-22,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-23,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-24,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-25,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-26,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-27,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-28,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-29,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-30,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2022-12-31,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-01,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-02,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-03,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-04,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-05,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-06,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-07,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-08,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-09,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-10,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-11,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-12,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-13,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-14,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-15,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-16,8.157797334213083,6.50278092465415,7.836824682481037,6.372154458893568
2023-01-17,7.733077206006092,6.164226062983577,7.428815381990107,6.0404004145284675
2023-01-18,7.721477590197083,6.1549797238891015,7.417672158917123,6.031339813906675
2023-01-19,7.721477590197083,6.1549797238891015,7.417672158917123,6.031339813906675
2023-01-20,7.507193757852914,5.984168810067366,7.211819432062955,5.863960113014361
2023-01-21,7.479012959990424,5.961705202885905,7.184747421909608,5.8419477499465104
2023-01-22,7.677132508599443,6.119631168525268,7.375071856927082,5.996701332726551
2023-01-23,7.445708380698392,5.935157303489634,7.152753228092016,5.815933139048142
2023-01-24,7.632726402876731,6.005244268432319,7.3324129318369575,5.884612212100815
2023-01-25,7.4738891785608805,5.87577105419179,7.179825238245363,5.7577398279640315
2023-01-26,7.590882187868792,5.9677478177229,7.292215098578957,5.847868982035224
2023-01-27,7.657491346452859,6.020114150244263,7.3562034862141426,5.899183390922472
2023-01-28,8.098990512965196,6.189146461513273,7.780331645283253,6.064820217447917
2023-01-29,7.80266515362326,5.9580564972655035,7.4956653567010845,5.8383723387405
2023-01-30,8.034943245095903,6.042270857774038,7.718804349480191,5.920895019272886
2023-01-31,8.567816513768433,6.438459424080276,8.23071145056167,6.309125034800468
2023-02-01,8.423496670169621,6.330007351652331,8.092069944018768,6.202851524297001
2023-02-02,8.527680225903673,6.408298196837,8.192154345191748,6.279569679808379
2023-02-03,8.412395143738943,6.321664884542489,8.081405212746237,6.194676638873657
2023-02-04,8.25184999227991,6.256601181392533,7.927176791266559,6.130919921410325
2023-02-05,8.19207254226857,6.233939374360686,7.869751315183702,6.10871333988809
2023-02-06,8.613076583062732,6.394125557596368,8.274190739595833,6.265681737499099
2023-02-07,8.473026557321875,6.285360442166441,8.139651052773136,6.159101472334201
2023-02-08,7.860734676491418,5.8311573140639075,7.551450104895859,5.714022279060302
2023-02-09,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-10,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-11,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-12,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-13,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-14,7.848943574476682,5.8224105780928115,7.540122929738516,5.7054512456417115
2023-02-15,7.511212280657318,5.571878740396687,7.215679844060272,5.459952037661694
2023-02-16,7.499945462236333,5.563520922286092,7.204856324294182,5.451762109605202
2023-02-17,7.457982623152878,5.532392544836569,7.1645445342847625,5.421259032312367
2023-02-18,7.287446063321482,5.405887129108685,7.000717821435809,5.2972948301894895
2023-02-19,7.173007056066203,5.3209953369755,6.890781474655589,5.214108326133347
2023-02-20,7.015933908853074,5.204477190910342,6.73988844966313,5.099930771546485
2023-02-21,7.126633079269946,5.241632608297263,6.846232105372101,5.136339818893672
2023-02-22,7.075023330899919,5.222653145137497,6.796652968588865,5.117741611111154
2023-02-23,6.847641251124723,5.138728493687989,6.578217351456925,5.035502820024475
2023-02-24,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-02-25,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-02-26,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-02-27,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-02-28,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-01,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-02,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-03,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-04,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-05,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-06,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-07,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-08,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-09,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-10,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-11,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-12,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-13,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-14,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-15,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-16,6.8373697892480365,5.134874447317722,6.568350025429741,5.031726192909456
2023-03-17,6.7054068836009115,5.035770117277422,6.441579266880728,4.934612649353389
2023-03-18,6.9709019701233155,5.235157305288827,6.696628315281354,5.1299945903805195
2023-03-19,6.907141084019181,5.187272789036787,6.635376133408422,5.083071968000522
2023-03-20,7.003946187654028,5.259973559705386,6.728372391402479,5.154312341211394
2023-03-21,6.791002870308673,5.100052825173344,6.523807436308206,4.997604060027513
2023-03-22,7.0512796618454585,5.193961906077954,6.773843506172058,5.089626715496063
2023-03-23,6.841715526926321,5.035701810658243,6.572524777866644,4.934545714862898
2023-03-24,6.843828761953925,5.03270273555171,6.574554866595958,4.9316068845326
2023-03-25,6.969700815308096,5.121489938093085,6.695474420508324,5.0186105488297805
2023-03-26,6.759588435452551,5.04045121432796,6.493629018240115,4.939199713532349
2023-03-27,6.793519812971269,5.053102092014612,6.526225348591942,4.951596463106717
2023-03-28,7.064534729194316,5.153894176076768,6.78657704620888,5.050363857444548
2023-03-29,6.984772567014412,5.091838689306104,6.70995316654004,4.98955492795635
2023-03-30,7.093631583182898,5.1711959690011,6.814529069797888,5.067318095670789
2023-03-31,7.0904841588434335,5.168901523925102,6.811505482456939,5.065069740914399
2023-04-01,7.020493216643765,5.117878733422764,6.744268369188621,5.015071885262825
2023-04-02,6.927822378233915,5.050322495068763,6.655243711668543,4.9488727021069785
2023-04-03,7.01889832228331,5.0797315402887,6.742736226751404,4.977690984746569
2023-04-04,7.020029700470259,5.080140941963745,6.743823090292806,4.978092162448747
2023-04-05,6.9860908468842275,5.067860783119534,6.711219578023305,4.96605868479638
2023-04-06,6.954320052819442,5.041012669163813,6.680698821879398,4.939749889984116
2023-04-07,6.962306984733917,5.040126673252256,6.688371503928282,4.938881691768029
2023-04-08,6.951863524256817,5.036346578247317,6.67833894667239,4.935177530499203
2023-04-09,7.133209211166486,5.167724262311541,6.852549496041506,5.0639161278791365
2023-04-10,7.247333468018693,5.250402713706209,6.962183476432054,5.144933752309867
2023-04-11,7.172377404204494,5.196100048788764,6.8901765967640385,5.091721907655588
2023-04-12,7.2889498617649995,5.28055212350286,7.002162452170897,5.174477527241659
2023-04-13,7.585809961269462,5.4956153710969335,7.287342441294121,5.385220630535362
2023-04-14,7.551890392349458,5.471042002492988,7.254757454925733,5.361140886479092
2023-04-15,7.6532878683435515,5.544500411088596,7.352165396071705,5.433123678349115
2023-04-16,7.491926085206533,5.481891962535431,7.197152473699403,5.371772894855869
2023-04-17,7.5984891611532985,5.520878416945941,7.2995227716618585,5.409976197748407
2023-04-18,6.985227689848808,5.071156807886066,6.710390382336908,4.969288499725721
2023-04-19,7.018641535696523,5.079482382912511,6.7424895435624235,4.977446832390209
2023-04-20,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-21,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-22,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-23,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-24,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-25,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-26,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-27,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-28,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-29,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-04-30,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-01,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-02,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-03,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-04,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-05,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-06,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-07,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-08,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-09,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-10,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-11,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-12,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-13,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-14,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-15,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-16,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-17,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-18,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-19,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-20,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-21,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-22,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-23,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-24,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-25,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-26,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-27,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-28,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-29,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-30,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-05-31,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-01,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-02,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-03,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-04,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-05,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-06,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-07,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-08,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-09,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-10,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-11,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-12,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-13,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-14,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-15,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-16,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-17,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-18,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-19,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-20,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-21,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-22,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-23,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-24,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-25,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-26,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-27,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-28,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-29,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-06-30,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-01,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-02,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-03,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-04,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-05,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-06,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-07,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-08,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-09,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-10,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-11,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-12,7.008113573392979,5.075672771125326,6.73237580924708,4.973713747265916
2023-07-13,6.840645732499184,4.954383075808323,6.571497075040956,4.854860493283169
2023-07-14,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-15,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-16,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-17,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-18,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-19,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-20,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-21,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-22,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-23,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-24,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-25,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-26,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-27,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-28,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-29,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-30,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-07-31,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-01,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-02,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-03,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-04,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-05,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-06,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-07,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-08,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-09,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-10,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-11,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-12,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-13,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-14,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
2023-08-15,6.830384763900436,4.946951501194611,6.561639829428395,4.847578202543245
