ts,old_baseline,phase42_full12,phase45_without_BNBUSDT,phase45_without_BNBUSDT_and_DOGEUSDT
2022-07-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-07-31,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-08-31,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-09-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-10-31,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-11-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-13,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-14,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-15,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-16,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-17,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-18,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-19,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-20,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-21,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-22,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-23,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-24,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-25,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-26,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-27,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-28,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-29,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-30,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2022-12-31,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-01,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-02,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-03,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-04,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-05,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-06,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-07,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-08,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-09,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-10,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-11,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-12,8.476095600286033,19.859621009482797,27.41396164231963,27.460065749523842
2023-01-13,8.476095600286033,20.200630485834363,27.88468667276737,27.931582433419944
2023-01-14,8.476095600286033,20.092544234373275,27.735485821945414,27.78213066038138
2023-01-15,8.476095600286033,19.756786942600524,27.272010838541036,27.317876216474353
2023-01-16,8.476095600286033,20.012054472646927,27.624378805375866,27.67083678684202
2023-01-17,8.034803881141425,19.000183182372893,26.22760488278734,26.271713805204413
2023-01-18,8.022751675319713,19.365836671358277,26.732348186631825,26.777305973568907
2023-01-19,8.022751675319713,20.761759110440867,28.659261302566456,28.707459723237157
2023-01-20,7.800106986547232,20.216728438179626,27.90690807608127,27.953841208127805
2023-01-21,7.77082663953824,20.140838091409073,27.80215003188713,27.848906984504985
2023-01-22,7.9766763518438895,20.67437022628084,28.538630827433813,28.586626374823002
2023-01-23,7.736222593073067,20.05114949977115,27.678345070566785,27.724893811132564
2023-01-24,7.930537623223657,20.55478543743027,28.373557545673346,28.4212754769931
2023-01-25,7.765502940082059,20.1270398465417,27.783103114760923,27.829828034755383
2023-01-26,7.8870607443315155,20.44209977101339,28.21800772247599,28.265464054038002
2023-01-27,7.956268837261863,20.621476954289243,28.465617645116684,28.513490400782853
2023-01-28,8.41499427373609,21.810425720361234,30.10682700415821,30.157459904207048
2023-01-29,8.107106988520314,21.012427225531486,29.00528029702589,29.054060643688295
2023-01-30,8.348448030533834,21.63794765951907,29.86874054008062,29.918973032337
2023-01-31,8.902112773976613,23.07296512572588,31.849619921206166,31.90318380629579
2023-02-01,8.752161905960861,22.684314561961532,31.31313175548466,31.365793388348614
2023-02-02,8.860410461569865,22.964878874264784,31.700419070384203,31.75373203325722
2023-02-03,8.740627223805802,22.65441836474889,31.271863435044544,31.324455663891136
2023-02-04,8.57381797417881,22.222073358904524,30.675060031756715,30.72664857173688
2023-02-05,8.511708147190038,22.06109383545184,30.452845998617637,30.504060824658175
2023-02-06,8.949138785839542,23.194849622054335,32.01786768915433,32.07171452908395
2023-02-07,8.803624334037275,22.81769759567947,31.497251954371333,31.55022323592811
2023-02-08,8.167442249023697,21.168807334028372,29.22114535778957,29.27028874085046
2023-02-09,8.155191085650163,21.13705412302733,29.17731363975289,29.226383307739187
2023-02-10,8.155191085650163,21.13705412302733,29.17731363975289,29.226383307739187
2023-02-11,8.155191085650163,20.708524339490662,28.585776719543972,28.633851555701863
2023-02-12,8.155191085650163,20.677461552981427,28.542898054464658,28.59090077836831
2023-02-13,8.155191085650163,20.677461552981427,28.542898054464658,28.59090077836831
2023-02-14,8.155191085650163,22.157009239496347,30.585246370514376,30.63668386415106
2023-02-15,7.804282302759034,21.236853341299017,29.315075178118963,29.36437652997556
2023-02-16,7.792575879304896,21.57517764110459,29.782093625908377,29.832180397576387
2023-02-17,7.7489757479018895,21.48682543542288,29.660133394320056,29.710015056355786
2023-02-18,7.571785248401176,20.995500974558734,28.981915521097218,29.03065657347051
2023-02-19,7.452881097420434,20.66579640213674,28.52679563248715,28.57477127574486
2023-02-20,7.289679321564512,20.213260714498706,27.90212127557137,27.94904635729789
2023-02-21,7.404697715977258,20.53219062769122,28.342367965207252,28.390033442679563
2023-02-22,7.351074275338884,20.38350033032444,28.1371178193635,28.184438112332703
2023-02-23,7.114820276004596,19.72840104917224,27.23282732173304,27.278626801818994
2023-02-24,7.104148045590589,20.073190144515504,27.70876968890697,27.75536959682621
2023-02-25,7.104148045590589,20.530035695845324,28.339393325412416,28.387053800210765
2023-02-26,7.104148045590589,20.271443874337876,27.982436550031974,28.029496703955356
2023-02-27,7.104148045590589,20.213260714498702,27.902121275571375,27.94904635729789
2023-02-28,7.104148045590589,21.070923589165066,29.086027913916517,29.134944059878336
2023-03-01,7.104148045590589,20.555894877996067,28.375089002950464,28.42280950983631
2023-03-02,7.104148045590589,19.515062796428598,26.938337982044178,26.983642197408283
2023-03-03,7.104148045590589,19.485790202233957,26.897930475071114,26.620125816215282
2023-03-04,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-05,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-06,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-07,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-08,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-09,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-10,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-11,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-12,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-13,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-14,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-15,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-16,7.104148045590589,19.485790202233957,26.897930475071114,26.580195627490962
2023-03-17,6.967036254486693,19.109709695668307,26.37879385224775,26.067191364771617
2023-03-18,7.24289034138982,19.866342979396038,27.423240561855653,27.09930042942983
2023-03-19,7.176641653902694,19.68463110947678,27.17240786824372,26.851430725396103
2023-03-20,7.277223867383695,19.960515550142905,27.55323514941503,27.22775944121312
2023-03-21,7.055971997385458,19.353649323120294,26.715524930188128,26.399944768748412
2023-03-22,7.326404183577336,20.095411010834155,27.739443082756118,27.411767772269815
2023-03-23,7.1086633438391065,19.49817510100105,26.915026427686872,26.59708963223182
2023-03-24,7.110859032379287,19.504197600246396,26.923339807042098,26.60530480885265
2023-03-25,7.241642320309199,19.862919813551393,27.418515268401382,27.094630954039218
2023-03-26,7.023331844393092,19.26412146287633,26.591941840386202,26.277821518179778
2023-03-27,7.058587145292988,19.360822346985632,26.725426478712635,26.409729354110492
2023-03-28,7.340176432805197,20.133186569190308,27.791587970480723,27.46329669260732
2023-03-29,7.257302136690117,19.905872732697475,27.477806917387742,27.15322221371232
2023-03-30,7.370408578318356,20.216109565875104,27.90605379282939,27.576410374476225
2023-03-31,7.36713834880627,20.207139735041522,27.89367195541706,27.56417479891949
2023-04-01,7.294416522934174,20.007672855554606,27.618330478328623,27.292085824187552
2023-04-02,7.198129884085439,19.743570639237582,27.253767225872323,26.931829016405867
2023-04-03,7.292759399507624,20.00312757310529,27.612056229758643,27.285885690888815
2023-04-04,7.293934921438334,20.006351882842775,27.616507024837976,27.29028391044761
2023-04-05,7.258671852772377,19.566056068627095,27.008728429444886,26.689684768490487
2023-04-06,7.2256614362643905,19.475248485225826,26.883378826499015,26.565815871914317
2023-04-07,7.233959999673921,19.3195484860683,26.668452579790905,26.35342846581709
2023-04-08,7.22310905967441,19.425090096235483,26.81414084098231,26.497395767936688
2023-04-09,7.411530433235558,20.267698389732555,27.977266331967236,27.64678170743689
2023-04-10,7.5301075529850285,20.652764512714256,28.508806582414948,28.17204307852564
2023-04-11,7.452226878008493,20.439161821243534,28.21395221495856,27.880671711651356
2023-04-12,7.573347721560124,20.77135897006932,28.67251282350439,28.33381552111677
2023-04-13,7.88179061125505,21.61732276562828,29.840270205740985,29.487778637129075
2023-04-14,7.846547579697908,21.520661990686854,29.706840933586403,29.35592551335104
2023-04-15,7.951901349219635,21.809614914287057,30.105707778035736,29.750080698063453
2023-04-16,7.784243604847156,21.349781387489017,29.470959579191717,29.12283053414812
2023-04-17,7.894964524009639,21.65345474859361,29.890146323447336,29.537065587550902
2023-04-18,7.257775017358289,19.905840290467278,27.477762134556606,27.153177959883436
2023-04-19,7.292492593705847,20.00105990369499,27.609202045890996,27.283065222391087
2023-04-20,7.281553854815289,19.03136395060846,26.27064640830186,25.960321424745594
2023-04-21,7.281553854815289,19.002816904682547,26.231240438689408,25.921380942608476
2023-04-22,7.281553854815289,18.851017841338937,26.021698992865506,25.714314728825652
2023-04-23,7.281553854815289,18.646916595537974,25.739960297002902,25.435904103190246
2023-04-24,7.281553854815289,19.126343190372268,26.40175451124393,26.089880798385106
2023-04-25,7.281553854815289,19.203724998275778,26.5085713489201,26.195435850078542
2023-04-26,7.281553854815289,19.91839499147932,27.495092479975106,27.170303588635534
2023-04-27,7.281553854815289,19.809540076204048,27.34483057565632,27.02181667006556
2023-04-28,7.281553854815289,19.754629404656797,27.269032601322795,26.946914067881355
2023-04-29,7.281553854815289,19.75649467793028,27.271607400204772,26.949458451660167
2023-04-30,7.281553854815289,18.96919391708141,26.184827705437467,25.875516465020265
2023-05-01,7.281553854815289,19.32001318780822,26.145550463879314,26.354062356617895
2023-05-02,7.281553854815289,19.682015488298468,26.596225665869117,26.847862806318386
2023-05-03,7.281553854815289,19.49549068088827,26.34417546942893,26.593427865836745
2023-05-04,7.281553854815289,19.94670758428845,26.953902994245716,27.208924257737365
2023-05-05,7.281553854815289,19.50227803231555,26.353347189181964,26.602686362764878
2023-05-06,7.281553854815289,19.219629463416585,25.971405353649867,26.217130828337357
2023-05-07,7.281553854815289,18.704960288605605,25.2759350383929,25.515080400413378
2023-05-08,7.281553854815289,18.677567511729773,25.23802113583531,25.477714434723346
2023-05-09,7.281553854815289,18.64955116046218,25.23802113583531,25.450492240568117
2023-05-10,7.281553854815289,18.64955116046218,25.23802113583531,24.869410899001952
2023-05-11,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-12,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-13,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-14,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-15,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-16,7.281553854815289,18.64955116046218,25.23802113583531,24.83210678265345
2023-05-17,7.281553854815289,18.64955116046218,25.23802113583531,24.501035920223853
2023-05-18,7.281553854815289,18.64955116046218,25.23802113583531,24.464284366343517
2023-05-19,7.281553854815289,18.64955116046218,25.23802113583531,24.464284366343517
2023-05-20,7.281553854815289,18.64955116046218,25.23802113583531,24.464284366343517
2023-05-21,7.281553854815289,18.64955116046218,25.23802113583531,24.464284366343517
2023-05-22,7.281553854815289,18.64955116046218,25.23802113583531,24.464284366343517
2023-05-23,7.281553854815289,18.64955116046218,25.23802113583531,23.627139599179802
2023-05-24,7.281553854815289,18.64955116046218,25.23802113583531,23.591698889781036
2023-05-25,7.281553854815289,18.64955116046218,25.23802113583531,23.591698889781036
2023-05-26,7.281553854815289,18.64955116046218,25.23802113583531,23.591698889781036
2023-05-27,7.281553854815289,18.684418763500133,25.285206684423382,23.635806438793992
2023-05-28,7.281553854815289,18.365852078304833,24.854097503030474,23.232819297238734
2023-05-29,7.281553854815289,18.42618667777364,24.93574696920337,23.30914261950299
2023-05-30,7.281553854815289,18.153474288174632,24.566691382101865,22.96416120286856
2023-05-31,7.281553854815289,18.04487200913078,24.41972234299065,22.826779222792908
2023-06-01,7.281553854815289,18.017804701117086,26.99657949540734,25.23554327345274
2023-06-02,7.281553854815289,17.79678033880296,26.70590739583182,24.963832246192
2023-06-03,7.281553854815289,17.71189903353045,26.578534228602095,24.84476786345976
2023-06-04,7.281553854815289,17.045907253699987,25.579144762645814,23.910570398945303
2023-06-05,7.281553854815289,17.020338392819436,25.540776045501847,23.874704543346887
2023-06-06,7.281553854815289,17.020338392819436,25.025677603253914,23.393206913928793
2023-06-07,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-08,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-09,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-10,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-11,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-12,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-13,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-14,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-15,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-16,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-17,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-18,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-19,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-20,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-21,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-22,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-23,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-24,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
2023-06-25,7.281553854815289,17.020338392819436,24.988139086849035,23.358117103557902
