ts,phase60_restore_trx_sol_base
2021-02-09,18.150096261243153
2021-02-10,18.150096261243153
2021-02-11,18.150096261243153
2021-02-12,18.150096261243153
2021-02-13,18.150096261243153
2021-02-14,18.150096261243153
2021-02-15,18.150096261243153
2021-02-16,18.150096261243153
2021-02-17,18.150096261243153
2021-02-18,18.150096261243153
2021-02-19,18.150096261243153
2021-02-20,18.150096261243153
2021-02-21,18.150096261243153
2021-02-22,18.150096261243153
2021-02-23,18.150096261243153
2021-02-24,18.150096261243153
2021-02-25,18.150096261243153
2021-02-26,18.150096261243153
2021-02-27,18.150096261243153
2021-02-28,18.150096261243153
2021-03-01,18.150096261243153
2021-03-02,18.150096261243153
2021-03-03,18.150096261243153
2021-03-04,18.150096261243153
2021-03-05,18.150096261243153
2021-03-06,18.150096261243153
2021-03-07,18.150096261243153
2021-03-08,18.150096261243153
2021-03-09,18.150096261243153
2021-03-10,18.150096261243153
2021-03-11,18.150096261243153
2021-03-12,18.150096261243153
2021-03-13,18.150096261243153
2021-03-14,18.150096261243153
2021-03-15,18.150096261243153
2021-03-16,18.150096261243153
2021-03-17,18.150096261243153
2021-03-18,18.150096261243153
2021-03-19,19.938221334010716
2021-03-20,19.9083140020097
2021-03-21,19.9083140020097
2021-03-22,19.9083140020097
2021-03-23,19.9083140020097
2021-03-24,19.13208882665175
2021-03-25,19.10339069341177
2021-03-26,20.46457711298073
2021-03-27,20.758962616412497
2021-03-28,20.744268445178097
2021-03-29,21.43521805505198
2021-03-30,21.848447456685523
2021-03-31,21.84620855739848
2021-04-01,21.838729443667177
2021-04-02,21.92410886382109
2021-04-03,21.218197307382795
2021-04-04,21.645920048753233
2021-04-05,21.991045258120433
2021-04-06,21.975474398440902
2021-04-07,20.427980511931466
2021-04-08,21.645146773748994
2021-04-09,21.50375614636118
2021-04-10,22.196871937132048
2021-04-11,22.3827917687303
2021-04-12,22.24056881976846
2021-04-13,23.92081799733518
2021-04-14,25.308818262221724
2021-04-15,26.156121624581065
2021-04-16,25.205506346845638
2021-04-17,24.112355999558112
2021-04-18,23.259642546967594
2021-04-19,22.975754816082468
2021-04-20,23.302782577029685
2021-04-21,22.213583468741145
2021-04-22,21.347686346086633
2021-04-23,21.114010130973917
2021-04-24,21.082339115777458
2021-04-25,21.082339115777458
2021-04-26,21.082339115777458
2021-04-27,21.082339115777458
2021-04-28,21.082339115777458
2021-04-29,21.082339115777458
2021-04-30,21.082339115777458
2021-05-01,21.082339115777458
2021-05-02,21.082339115777458
2021-05-03,21.082339115777458
2021-05-04,21.082339115777458
2021-05-05,21.082339115777458
2021-05-06,21.082339115777458
2021-05-07,21.082339115777458
2021-05-08,21.082339115777458
2021-05-09,21.082339115777458
2021-05-10,21.082339115777458
2021-05-11,21.082339115777458
2021-05-12,18.43218361551066
2021-05-13,18.404535340087396
2021-05-14,18.404535340087396
2021-05-15,18.404535340087396
2021-05-16,18.404535340087396
2021-05-17,18.404535340087396
2021-05-18,18.404535340087396
2021-05-19,18.404535340087396
2021-05-20,18.404535340087396
2021-05-21,18.404535340087396
2021-05-22,18.404535340087396
2021-05-23,18.404535340087396
2021-05-24,18.404535340087396
2021-05-25,18.404535340087396
2021-05-26,18.404535340087396
2021-05-27,18.404535340087396
2021-05-28,18.404535340087396
2021-05-29,18.404535340087396
2021-05-30,18.404535340087396
2021-05-31,18.404535340087396
2021-06-01,18.404535340087396
2021-06-02,18.404535340087396
2021-06-03,18.404535340087396
2021-06-04,18.404535340087396
2021-06-05,18.404535340087396
2021-06-06,18.404535340087396
2021-06-07,18.404535340087396
2021-06-08,18.404535340087396
2021-06-09,18.404535340087396
2021-06-10,18.404535340087396
2021-06-11,18.404535340087396
2021-06-12,18.404535340087396
2021-06-13,18.404535340087396
2021-06-14,18.404535340087396
2021-06-15,18.404535340087396
2021-06-16,18.404535340087396
2021-06-17,18.404535340087396
2021-06-18,18.404535340087396
2021-06-19,18.404535340087396
2021-06-20,18.404535340087396
2021-06-21,18.404535340087396
2021-06-22,18.404535340087396
2021-06-23,18.404535340087396
2021-06-24,18.404535340087396
2021-06-25,18.404535340087396
2021-06-26,18.404535340087396
2021-06-27,18.404535340087396
2021-06-28,18.404535340087396
2021-06-29,18.404535340087396
2021-06-30,18.404535340087396
2021-07-01,18.404535340087396
2021-07-02,18.404535340087396
2021-07-03,18.404535340087396
2021-07-04,18.404535340087396
2021-07-05,18.404535340087396
2021-07-06,18.404535340087396
2021-07-07,18.404535340087396
2021-07-08,18.404535340087396
2021-07-09,18.404535340087396
2021-07-10,18.404535340087396
2021-07-11,18.404535340087396
2021-07-12,18.404535340087396
2021-07-13,18.404535340087396
2021-07-14,18.404535340087396
2021-07-15,18.404535340087396
2021-07-16,18.404535340087396
2021-07-17,18.404535340087396
2021-07-18,18.404535340087396
2021-07-19,18.404535340087396
2021-07-20,18.404535340087396
2021-07-21,18.404535340087396
2021-07-22,18.404535340087396
2021-07-23,18.404535340087396
2021-07-24,18.404535340087396
2021-07-25,18.404535340087396
2021-07-26,18.404535340087396
2021-07-27,18.404535340087396
2021-07-28,18.404535340087396
2021-07-29,18.404535340087396
2021-07-30,18.404535340087396
2021-07-31,18.404535340087396
2021-08-01,18.404535340087396
2021-08-02,18.404535340087396
2021-08-03,18.404535340087396
2021-08-04,18.404535340087396
2021-08-05,18.404535340087396
2021-08-06,18.404535340087396
2021-08-07,18.404535340087396
2021-08-08,18.404535340087396
2021-08-09,18.404535340087396
2021-08-10,18.404535340087396
2021-08-11,18.404535340087396
2021-08-12,18.404535340087396
2021-08-13,18.404535340087396
2021-08-14,18.404535340087396
2021-08-15,18.404535340087396
2021-08-16,18.404535340087396
2021-08-17,18.404535340087396
2021-08-18,18.404535340087396
2021-08-19,18.404535340087396
2021-08-20,18.404535340087396
2021-08-21,18.404535340087396
2021-08-22,18.404535340087396
2021-08-23,18.404535340087396
2021-08-24,18.404535340087396
2021-08-25,18.404535340087396
2021-08-26,17.614538283082066
2021-08-27,18.64099002416752
2021-08-28,18.476017447528157
2021-08-29,18.356373890911204
2021-08-30,18.39150957602908
2021-08-31,19.52792405287243
2021-09-01,21.79221110580114
2021-09-02,21.558732485082672
2021-09-03,22.425963196039145
2021-09-04,22.12648415546392
2021-09-05,22.495323430194045
2021-09-06,22.36138642630872
2021-09-07,19.558504057586042
2021-09-08,19.529166301499664
2021-09-09,19.529166301499664
2021-09-10,19.529166301499664
2021-09-11,19.529166301499664
2021-09-12,19.529166301499664
2021-09-13,19.529166301499664
2021-09-14,19.529166301499664
2021-09-15,19.529166301499664
2021-09-16,19.529166301499664
2021-09-17,19.529166301499664
2021-09-18,19.529166301499664
2021-09-19,19.529166301499664
2021-09-20,19.529166301499664
2021-09-21,19.529166301499664
2021-09-22,19.529166301499664
2021-09-23,19.529166301499664
2021-09-24,19.529166301499664
2021-09-25,19.529166301499664
2021-09-26,19.529166301499664
2021-09-27,19.529166301499664
2021-09-28,19.529166301499664
2021-09-29,19.529166301499664
2021-09-30,19.529166301499664
2021-10-01,19.529166301499664
2021-10-02,19.529166301499664
2021-10-03,19.529166301499664
2021-10-04,19.529166301499664
2021-10-05,19.529166301499664
2021-10-06,19.529166301499664
2021-10-07,19.529166301499664
2021-10-08,19.529166301499664
2021-10-09,19.529166301499664
2021-10-10,19.396550474570553
2021-10-11,20.394554256695333
2021-10-12,19.87133462313606
2021-10-13,20.357524123651896
2021-10-14,20.350760402177933
2021-10-15,21.88536576627663
2021-10-16,21.602591817875425
2021-10-17,21.83423330944645
2021-10-18,22.005104218519254
2021-10-19,22.81091327082777
2021-10-20,23.42157157024142
2021-10-21,22.070154469484216
2021-10-22,21.564010085787373
2021-10-23,21.711990415283626
2021-10-24,21.205072189792183
2021-10-25,21.917342644031592
2021-10-26,21.390172329569598
2021-10-27,20.305421703530893
2021-10-28,22.190067192699512
2021-10-29,22.87797677499124
2021-10-30,22.379867488378107
2021-10-31,22.196228195205173
2021-11-01,22.363041221030713
2021-11-02,23.76329730311561
2021-11-03,23.83298393649897
2021-11-04,23.465239391980404
2021-11-05,23.16454105119992
2021-11-06,23.391100269391277
2021-11-07,23.880822308895866
2021-11-08,24.89241750182113
2021-11-09,24.500753771104122
2021-11-10,24.464002640447468
2021-11-11,24.904136885109796
2021-11-12,24.62158391015138
2021-11-13,24.50980819088318
2021-11-14,24.415975693782684
2021-11-15,23.704941062960856
2021-11-16,22.01814263768548
2021-11-17,22.360257761348993
2021-11-18,20.843256272758943
2021-11-19,22.396553156194603
2021-11-20,23.00882934999095
2021-11-21,22.206471670257486
2021-11-22,21.307743459382234
2021-11-23,22.629552903565525
2021-11-24,22.26409582443046
2021-11-25,23.596439276887914
2021-11-26,23.561044617972584
2021-11-27,23.84105910949018
2021-11-28,25.002406140287068
2021-11-29,25.874187772759043
2021-11-30,26.955429860231636
2021-12-01,26.91499671544129
2021-12-02,26.91499671544129
2021-12-03,25.875318701292255
2021-12-04,25.836505723240318
2021-12-05,25.836505723240318
2021-12-06,25.836505723240318
2021-12-07,25.836505723240318
2021-12-08,25.836505723240318
2021-12-09,25.836505723240318
2021-12-10,25.836505723240318
2021-12-11,25.836505723240318
2021-12-12,25.836505723240318
2021-12-13,25.836505723240318
2021-12-14,25.836505723240318
2021-12-15,25.836505723240318
2021-12-16,25.836505723240318
2021-12-17,25.836505723240318
2021-12-18,25.836505723240318
2021-12-19,25.836505723240318
2021-12-20,25.836505723240318
2021-12-21,25.836505723240318
2021-12-22,25.836505723240318
2021-12-23,25.836505723240318
2021-12-24,25.836505723240318
2021-12-25,25.836505723240318
2021-12-26,25.836505723240318
2021-12-27,25.836505723240318
2021-12-28,25.836505723240318
2021-12-29,25.836505723240318
2021-12-30,25.836505723240318
2021-12-31,25.836505723240318
2022-01-01,25.836505723240318
2022-01-02,25.836505723240318
2022-01-03,25.836505723240318
2022-01-04,25.836505723240318
2022-01-05,25.836505723240318
2022-01-06,25.836505723240318
2022-01-07,25.836505723240318
2022-01-08,25.836505723240318
2022-01-09,25.836505723240318
2022-01-10,25.836505723240318
2022-01-11,25.836505723240318
2022-01-12,25.836505723240318
2022-01-13,25.836505723240318
2022-01-14,25.836505723240318
2022-01-15,25.836505723240318
2022-01-16,25.836505723240318
2022-01-17,25.836505723240318
2022-01-18,25.836505723240318
2022-01-19,25.836505723240318
2022-01-20,25.836505723240318
2022-01-21,25.836505723240318
2022-01-22,25.836505723240318
2022-01-23,25.836505723240318
2022-01-24,25.836505723240318
2022-01-25,25.836505723240318
2022-01-26,25.836505723240318
2022-01-27,25.836505723240318
2022-01-28,25.836505723240318
2022-01-29,25.836505723240318
2022-01-30,25.836505723240318
2022-01-31,25.836505723240318
2022-02-01,25.836505723240318
2022-02-02,25.836505723240318
2022-02-03,25.836505723240318
2022-02-04,25.836505723240318
2022-02-05,25.836505723240318
2022-02-06,25.836505723240318
2022-02-07,25.836505723240318
2022-02-08,25.836505723240318
2022-02-09,25.836505723240318
2022-02-10,25.836505723240318
2022-02-11,25.836505723240318
2022-02-12,25.836505723240318
2022-02-13,25.836505723240318
2022-02-14,25.836505723240318
2022-02-15,25.836505723240318
2022-02-16,25.836505723240318
2022-02-17,25.836505723240318
2022-02-18,25.836505723240318
2022-02-19,25.836505723240318
2022-02-20,25.836505723240318
2022-02-21,25.836505723240318
2022-02-22,25.836505723240318
2022-02-23,25.836505723240318
2022-02-24,25.836505723240318
2022-02-25,25.836505723240318
2022-02-26,25.836505723240318
2022-02-27,25.836505723240318
2022-02-28,25.836505723240318
2022-03-01,25.836505723240318
2022-03-02,25.836505723240318
2022-03-03,25.836505723240318
2022-03-04,25.836505723240318
2022-03-05,25.836505723240318
2022-03-06,25.836505723240318
2022-03-07,25.836505723240318
2022-03-08,25.836505723240318
2022-03-09,25.836505723240318
2022-03-10,25.836505723240318
2022-03-11,25.836505723240318
2022-03-12,25.836505723240318
2022-03-13,25.836505723240318
2022-03-14,25.836505723240318
2022-03-15,25.836505723240318
2022-03-16,25.836505723240318
2022-03-17,25.836505723240318
2022-03-18,25.836505723240318
2022-03-19,25.836505723240318
2022-03-20,25.836505723240318
2022-03-21,25.836505723240318
2022-03-22,25.836505723240318
2022-03-23,25.836505723240318
2022-03-24,25.836505723240318
2022-03-25,25.836505723240318
2022-03-26,25.836505723240318
2022-03-27,25.836505723240318
2022-03-28,25.836505723240318
2022-03-29,25.836505723240318
2022-03-30,25.836505723240318
2022-03-31,25.836505723240318
2022-04-01,25.836505723240318
2022-04-02,25.836505723240318
2022-04-03,25.836505723240318
2022-04-04,25.836505723240318
2022-04-05,25.836505723240318
2022-04-06,25.836505723240318
2022-04-07,25.836505723240318
2022-04-08,25.836505723240318
2022-04-09,25.836505723240318
2022-04-10,25.836505723240318
2022-04-11,25.836505723240318
2022-04-12,25.836505723240318
2022-04-13,25.836505723240318
2022-04-14,25.836505723240318
2022-04-15,25.836505723240318
2022-04-16,25.836505723240318
2022-04-17,25.836505723240318
2022-04-18,25.836505723240318
2022-04-19,25.836505723240318
2022-04-20,25.836505723240318
2022-04-21,25.836505723240318
2022-04-22,25.836505723240318
2022-04-23,25.836505723240318
2022-04-24,25.836505723240318
2022-04-25,25.836505723240318
2022-04-26,25.836505723240318
2022-04-27,25.836505723240318
2022-04-28,25.836505723240318
2022-04-29,25.836505723240318
2022-04-30,25.836505723240318
2022-05-01,25.836505723240318
2022-05-02,25.836505723240318
2022-05-03,25.836505723240318
2022-05-04,25.836505723240318
2022-05-05,25.836505723240318
2022-05-06,25.836505723240318
2022-05-07,25.836505723240318
2022-05-08,25.836505723240318
2022-05-09,25.836505723240318
2022-05-10,25.836505723240318
2022-05-11,25.836505723240318
2022-05-12,25.836505723240318
2022-05-13,25.836505723240318
2022-05-14,25.836505723240318
2022-05-15,25.836505723240318
2022-05-16,25.836505723240318
2022-05-17,25.836505723240318
2022-05-18,25.836505723240318
2022-05-19,25.836505723240318
2022-05-20,25.836505723240318
2022-05-21,25.836505723240318
2022-05-22,25.836505723240318
2022-05-23,25.836505723240318
2022-05-24,25.836505723240318
2022-05-25,25.836505723240318
2022-05-26,25.836505723240318
2022-05-27,25.836505723240318
2022-05-28,25.836505723240318
2022-05-29,25.836505723240318
2022-05-30,25.836505723240318
2022-05-31,25.836505723240318
2022-06-01,25.836505723240318
2022-06-02,25.836505723240318
2022-06-03,25.836505723240318
2022-06-04,25.836505723240318
2022-06-05,25.836505723240318
2022-06-06,25.836505723240318
2022-06-07,25.836505723240318
2022-06-08,25.836505723240318
2022-06-09,25.836505723240318
2022-06-10,25.836505723240318
2022-06-11,25.836505723240318
2022-06-12,25.836505723240318
2022-06-13,25.836505723240318
2022-06-14,25.836505723240318
2022-06-15,25.836505723240318
2022-06-16,25.836505723240318
2022-06-17,25.836505723240318
2022-06-18,25.836505723240318
2022-06-19,25.836505723240318
2022-06-20,25.836505723240318
2022-06-21,25.836505723240318
2022-06-22,25.836505723240318
2022-06-23,25.836505723240318
2022-06-24,25.836505723240318
2022-06-25,25.836505723240318
2022-06-26,25.836505723240318
2022-06-27,25.836505723240318
2022-06-28,25.836505723240318
2022-06-29,25.836505723240318
2022-06-30,25.836505723240318
2022-07-01,25.836505723240318
2022-07-02,25.836505723240318
2022-07-03,25.836505723240318
2022-07-04,25.836505723240318
2022-07-05,25.836505723240318
2022-07-06,25.836505723240318
2022-07-07,25.836505723240318
2022-07-08,25.836505723240318
2022-07-09,25.836505723240318
2022-07-10,25.836505723240318
2022-07-11,25.836505723240318
2022-07-12,25.836505723240318
2022-07-13,25.836505723240318
2022-07-14,25.836505723240318
2022-07-15,25.836505723240318
2022-07-16,25.836505723240318
2022-07-17,25.836505723240318
2022-07-18,25.836505723240318
2022-07-19,25.836505723240318
2022-07-20,25.836505723240318
2022-07-21,25.836505723240318
2022-07-22,25.836505723240318
2022-07-23,25.836505723240318
2022-07-24,25.836505723240318
2022-07-25,25.836505723240318
2022-07-26,25.836505723240318
2022-07-27,25.836505723240318
2022-07-28,25.836505723240318
2022-07-29,25.836505723240318
2022-07-30,25.836505723240318
2022-07-31,25.836505723240318
2022-08-01,25.836505723240318
2022-08-02,25.836505723240318
2022-08-03,25.836505723240318
2022-08-04,25.836505723240318
2022-08-05,25.836505723240318
2022-08-06,25.836505723240318
2022-08-07,25.836505723240318
2022-08-08,25.836505723240318
2022-08-09,25.836505723240318
2022-08-10,25.836505723240318
2022-08-11,25.836505723240318
2022-08-12,25.836505723240318
2022-08-13,25.836505723240318
2022-08-14,25.836505723240318
2022-08-15,25.836505723240318
2022-08-16,25.836505723240318
2022-08-17,25.836505723240318
2022-08-18,25.836505723240318
2022-08-19,25.836505723240318
2022-08-20,25.836505723240318
2022-08-21,25.836505723240318
2022-08-22,25.836505723240318
2022-08-23,25.836505723240318
2022-08-24,25.836505723240318
2022-08-25,25.836505723240318
2022-08-26,25.836505723240318
2022-08-27,25.836505723240318
2022-08-28,25.836505723240318
2022-08-29,25.836505723240318
2022-08-30,25.836505723240318
2022-08-31,25.836505723240318
2022-09-01,25.836505723240318
2022-09-02,25.836505723240318
2022-09-03,25.836505723240318
2022-09-04,25.836505723240318
2022-09-05,25.836505723240318
2022-09-06,25.836505723240318
2022-09-07,25.836505723240318
2022-09-08,25.836505723240318
2022-09-09,25.836505723240318
2022-09-10,25.836505723240318
2022-09-11,25.836505723240318
2022-09-12,25.836505723240318
2022-09-13,25.836505723240318
2022-09-14,25.836505723240318
2022-09-15,25.836505723240318
2022-09-16,25.836505723240318
2022-09-17,25.836505723240318
2022-09-18,25.836505723240318
2022-09-19,25.836505723240318
2022-09-20,25.836505723240318
2022-09-21,25.836505723240318
2022-09-22,25.836505723240318
2022-09-23,25.836505723240318
2022-09-24,25.836505723240318
2022-09-25,25.836505723240318
2022-09-26,25.836505723240318
2022-09-27,25.836505723240318
2022-09-28,25.836505723240318
2022-09-29,25.836505723240318
2022-09-30,25.836505723240318
2022-10-01,25.836505723240318
2022-10-02,25.836505723240318
2022-10-03,25.836505723240318
2022-10-04,25.836505723240318
2022-10-05,25.836505723240318
2022-10-06,25.836505723240318
2022-10-07,25.836505723240318
2022-10-08,25.836505723240318
2022-10-09,25.836505723240318
2022-10-10,25.836505723240318
2022-10-11,25.836505723240318
2022-10-12,25.836505723240318
2022-10-13,25.836505723240318
2022-10-14,25.836505723240318
2022-10-15,25.836505723240318
2022-10-16,25.836505723240318
2022-10-17,25.836505723240318
2022-10-18,25.836505723240318
2022-10-19,25.836505723240318
2022-10-20,25.836505723240318
2022-10-21,25.836505723240318
2022-10-22,25.836505723240318
2022-10-23,25.836505723240318
2022-10-24,25.836505723240318
2022-10-25,25.836505723240318
2022-10-26,25.836505723240318
2022-10-27,25.836505723240318
2022-10-28,25.836505723240318
2022-10-29,25.836505723240318
2022-10-30,25.836505723240318
2022-10-31,25.836505723240318
2022-11-01,25.836505723240318
2022-11-02,25.836505723240318
2022-11-03,25.836505723240318
2022-11-04,25.836505723240318
2022-11-05,25.836505723240318
2022-11-06,25.836505723240318
2022-11-07,25.836505723240318
2022-11-08,25.836505723240318
2022-11-09,25.836505723240318
2022-11-10,25.836505723240318
2022-11-11,25.836505723240318
2022-11-12,25.836505723240318
2022-11-13,25.836505723240318
2022-11-14,25.836505723240318
2022-11-15,25.836505723240318
2022-11-16,25.836505723240318
2022-11-17,25.836505723240318
2022-11-18,25.836505723240318
2022-11-19,25.836505723240318
2022-11-20,25.836505723240318
2022-11-21,25.836505723240318
2022-11-22,25.836505723240318
2022-11-23,25.836505723240318
2022-11-24,25.836505723240318
2022-11-25,25.836505723240318
2022-11-26,25.836505723240318
2022-11-27,25.836505723240318
2022-11-28,25.836505723240318
2022-11-29,25.836505723240318
2022-11-30,25.836505723240318
2022-12-01,25.836505723240318
2022-12-02,25.836505723240318
2022-12-03,25.836505723240318
2022-12-04,25.836505723240318
2022-12-05,25.836505723240318
2022-12-06,25.836505723240318
2022-12-07,25.836505723240318
2022-12-08,25.836505723240318
2022-12-09,25.836505723240318
2022-12-10,25.836505723240318
2022-12-11,25.836505723240318
2022-12-12,25.836505723240318
2022-12-13,25.836505723240318
2022-12-14,25.836505723240318
2022-12-15,25.836505723240318
2022-12-16,25.836505723240318
2022-12-17,25.836505723240318
2022-12-18,25.836505723240318
2022-12-19,25.836505723240318
2022-12-20,25.836505723240318
2022-12-21,25.836505723240318
2022-12-22,25.836505723240318
2022-12-23,25.836505723240318
2022-12-24,25.836505723240318
2022-12-25,25.836505723240318
2022-12-26,25.836505723240318
2022-12-27,25.836505723240318
2022-12-28,25.836505723240318
2022-12-29,25.836505723240318
2022-12-30,25.836505723240318
2022-12-31,25.836505723240318
2023-01-01,25.836505723240318
2023-01-02,25.836505723240318
2023-01-03,25.836505723240318
2023-01-04,25.836505723240318
2023-01-05,25.836505723240318
2023-01-06,25.836505723240318
2023-01-07,25.836505723240318
2023-01-08,25.836505723240318
2023-01-09,25.836505723240318
2023-01-10,25.836505723240318
2023-01-11,25.836505723240318
2023-01-12,25.836505723240318
2023-01-13,25.836505723240318
2023-01-14,26.28014426413843
2023-01-15,26.139528738134956
2023-01-16,25.70272306161353
2023-01-17,26.0348150485579
2023-01-18,24.71841437958922
2023-01-19,25.19411371223926
2023-01-20,27.010148271475604
2023-01-21,26.301087002053833
2023-01-22,26.202356951881182
2023-01-23,26.896459122791946
2023-01-24,26.085675983495324
2023-01-25,26.740884498277463
2023-01-26,26.184406033667976
2023-01-27,26.59428533286959
2023-01-28,26.82764726964131
2023-01-29,28.374418055679513
2023-01-30,27.336256619015575
2023-01-31,28.1500315780144
2023-02-01,30.016927072188164
2023-02-02,29.511309542516102
2023-02-03,29.876311546184688
2023-02-04,29.47241588638748
2023-02-05,28.909953782373584
2023-02-06,28.70052640321948
2023-02-07,30.175493516404845
2023-02-08,29.68483508524379
2023-02-09,27.539700358765277
2023-02-10,27.498390808227132
2023-02-11,27.498390808227132
2023-02-12,26.94089214298889
2023-02-13,26.900480804774407
2023-02-14,26.900480804774407
2023-02-15,28.825308184521333
2023-02-16,27.628225263417406
2023-02-17,28.068370506071545
2023-02-18,27.9534281178625
2023-02-19,27.314236300504902
2023-02-20,26.885304949383354
2023-02-21,26.296575643922402
2023-02-22,26.711489630628215
2023-02-23,26.518050001691048
2023-02-24,25.665794245214244
2023-02-25,26.114349906517827
2023-02-26,26.70868615774507
2023-02-27,26.372269411767384
2023-02-28,26.296575643922406
2023-03-01,27.412357851415063
2023-03-02,26.742327832342838
2023-03-03,25.388250429782655
2023-03-04,25.35016805413798
2023-03-05,25.35016805413798
2023-03-06,25.35016805413798
2023-03-07,25.35016805413798
2023-03-08,25.35016805413798
2023-03-09,25.35016805413798
2023-03-10,25.35016805413798
2023-03-11,25.35016805413798
2023-03-12,25.35016805413798
2023-03-13,25.35016805413798
2023-03-14,25.35016805413798
2023-03-15,25.35016805413798
2023-03-16,25.35016805413798
2023-03-17,25.35016805413798
2023-03-18,24.86090362378239
2023-03-19,25.84525071460005
2023-03-20,25.608851451748663
2023-03-21,25.967765145359422
2023-03-22,25.17825850068457
2023-03-23,26.14325828999317
2023-03-24,25.366280270364307
2023-03-25,25.374115280717543
2023-03-26,25.840797324281343
2023-03-27,25.061786636872153
2023-03-28,25.18759029367605
2023-03-29,26.192402653281942
2023-03-30,25.896677209442178
2023-03-31,26.300281876023
2023-04-01,26.288612515084154
2023-04-02,26.029114754729115
2023-04-03,25.685529224061785
2023-04-04,26.023201539368188
2023-04-05,26.02739622651485
2023-04-06,25.454590465595725
2023-04-07,25.336453737450697
2023-04-08,25.133894790458648
2023-04-09,25.271199848486816
2023-04-10,26.367396698718345
2023-04-11,26.868351026371037
2023-04-12,26.59046318762287
2023-04-13,27.02263727255547
2023-04-14,28.123199485458567
2023-04-15,27.99744800894275
2023-04-16,28.373363232137542
2023-04-17,27.775139754399344
2023-04-18,28.170205628437326
2023-04-19,25.89663500350754
2023-04-20,26.02051159112962
2023-04-21,24.75897920691341
2023-04-22,24.72184073810304
2023-04-23,24.524356739441284
2023-04-24,24.258829869480415
2023-04-25,24.88254307908272
2023-04-26,24.983213455512313
2023-04-27,25.91296812509109
2023-04-28,25.77135260079838
2023-04-29,25.69991619831013
2023-04-30,25.70234283795158
2023-05-01,24.678098689290803
2023-05-02,25.13449934727055
2023-05-03,25.605448642021766
2023-05-04,25.36278795620713
2023-05-05,25.949801580563555
2023-05-06,25.371618006081338
2023-05-07,25.003904474965267
2023-05-08,24.33434219710357
2023-05-09,24.298705382272615
2023-05-10,24.262257324199208
2023-05-11,24.262257324199208
2023-05-12,24.262257324199208
2023-05-13,24.262257324199208
2023-05-14,24.262257324199208
2023-05-15,24.262257324199208
2023-05-16,24.262257324199208
2023-05-17,24.262257324199208
2023-05-18,24.262257324199208
2023-05-19,24.262257324199208
2023-05-20,24.262257324199208
2023-05-21,24.262257324199208
2023-05-22,24.262257324199208
2023-05-23,24.262257324199208
2023-05-24,24.262257324199208
2023-05-25,24.262257324199208
2023-05-26,24.262257324199208
2023-05-27,24.262257324199208
2023-05-28,24.307618563722134
2023-05-29,23.89317712088936
2023-05-30,23.971669818395565
2023-05-31,23.61688282566751
2023-06-01,23.47559597015634
2023-06-02,23.44038257620111
2023-06-03,23.152839465525545
2023-06-04,23.04241256823369
2023-06-05,22.17598614332837
2023-06-06,22.14272216411338
2023-06-07,22.14272216411338
2023-06-08,22.14272216411338
2023-06-09,22.14272216411338
2023-06-10,22.14272216411338
2023-06-11,22.14272216411338
2023-06-12,22.14272216411338
2023-06-13,22.14272216411338
2023-06-14,22.14272216411338
2023-06-15,22.14272216411338
2023-06-16,22.14272216411338
2023-06-17,22.14272216411338
2023-06-18,22.14272216411338
2023-06-19,22.14272216411338
2023-06-20,22.14272216411338
2023-06-21,22.14272216411338
2023-06-22,22.14272216411338
2023-06-23,22.14272216411338
2023-06-24,22.14272216411338
2023-06-25,22.14272216411338
2023-06-26,22.14272216411338
2023-06-27,22.14272216411338
2023-06-28,22.14272216411338
2023-06-29,22.14272216411338
2023-06-30,22.14272216411338
2023-07-01,22.14272216411338
2023-07-02,21.75698998273287
2023-07-03,22.123278910496886
2023-07-04,22.043153207548507
2023-07-05,22.05459973654113
2023-07-06,22.021517836936322
2023-07-07,22.021517836936322
2023-07-08,22.021517836936322
2023-07-09,22.021517836936322
2023-07-10,22.021517836936322
2023-07-11,22.021517836936322
2023-07-12,22.021517836936322
2023-07-13,22.021517836936322
2023-07-14,21.49528549113682
2023-07-15,21.74823451919977
2023-07-16,21.473757914280394
2023-07-17,21.519504015100292
2023-07-18,21.46837602006629
2023-07-19,21.610996216740084
2023-07-20,21.724015995236293
2023-07-21,21.643287582024715
2023-07-22,22.577046228171998
2023-07-23,22.54318065882974
2023-07-24,21.99831141446752
2023-07-25,21.96531394734582
2023-07-26,21.96531394734582
2023-07-27,21.96531394734582
2023-07-28,21.96531394734582
2023-07-29,21.96531394734582
2023-07-30,21.07983096020362
2023-07-31,21.048211213763317
2023-08-01,21.048211213763317
2023-08-02,21.048211213763317
2023-08-03,21.048211213763317
2023-08-04,21.048211213763317
2023-08-05,21.048211213763317
2023-08-06,21.048211213763317
2023-08-07,21.048211213763317
2023-08-08,21.048211213763317
2023-08-09,21.048211213763317
2023-08-10,21.048211213763317
2023-08-11,21.048211213763317
2023-08-12,21.048211213763317
2023-08-13,21.048211213763317
2023-08-14,21.048211213763317
2023-08-15,21.048211213763317
2023-08-16,21.048211213763317
2023-08-17,21.048211213763317
2023-08-18,21.048211213763317
2023-08-19,21.048211213763317
2023-08-20,21.048211213763317
2023-08-21,21.048211213763317
2023-08-22,21.048211213763317
2023-08-23,21.048211213763317
2023-08-24,21.048211213763317
2023-08-25,21.048211213763317
2023-08-26,21.048211213763317
2023-08-27,21.048211213763317
2023-08-28,21.048211213763317
2023-08-29,21.048211213763317
