ts,phase51_main_current,phase51_btc_top_override,phase51_btc_trend_override,phase51_btc_gap_override
2024-09-07,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-08,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-09,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-10,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-11,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-12,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-13,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-14,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-15,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-16,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-17,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-18,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-19,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-20,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-21,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-22,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-23,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-24,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-25,29.529769519497965,29.529769519497965,18.282493931219406,29.529769519497965
2024-09-26,29.870980994716078,29.870980994716078,18.493745045821523,29.870980994716078
2024-09-27,29.85173422861123,29.85173422861123,18.48182897298272,29.85173422861123
2024-09-28,30.121188954079035,30.121188954079035,18.648653992725954,30.121188954079035
2024-09-29,30.024955123554818,30.024955123554818,18.589073628531942,30.024955123554818
2024-09-30,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-01,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-02,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-03,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-04,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-05,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-06,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-07,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-08,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-09,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-10,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-11,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-12,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-13,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-14,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-15,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-16,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-17,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-18,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-19,29.979917690869488,29.979917690869488,18.561190018089146,29.979917690869488
2024-10-20,30.260192613787414,30.260192613787414,18.734714046914924,30.260192613787414
2024-10-21,30.623162095897236,30.623162095897236,18.95943599570999,30.623162095897236
2024-10-22,30.623162095897236,30.623162095897236,18.95943599570999,30.623162095897236
2024-10-23,30.57722735275339,30.57722735275339,18.930996841716425,30.57722735275339
2024-10-24,30.159827765032237,30.159827765032237,18.672576083492533,30.159827765032237
2024-10-25,30.11458802338469,30.11458802338469,18.644567219367296,30.11458802338469
2024-10-26,30.11458802338469,30.11458802338469,18.644567219367296,30.11458802338469
2024-10-27,30.11458802338469,30.11458802338469,18.644567219367296,30.11458802338469
2024-10-28,30.454560080747342,30.454560080747342,18.855050984620284,30.454560080747342
2024-10-29,30.98563779712838,30.98563779712838,19.183852234502414,30.98563779712838
2024-10-30,30.839133599506024,30.839133599506024,19.09314844143148,30.839133599506024
2024-10-31,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-01,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-02,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-03,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-04,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-05,30.792874899106767,30.792874899106767,19.064508718769336,30.792874899106767
2024-11-06,30.29189851132514,30.29189851132514,18.754343826921662,30.29189851132514
2024-11-07,30.443263400825828,30.443263400825828,18.848056975338512,30.443263400825828
2024-11-08,30.35802683322046,30.35802683322046,18.795285245138107,30.35802683322046
2024-11-09,31.904100739679937,31.904100739679937,19.752491727681036,31.904100739679937
2024-11-10,33.73569713574096,33.73569713574096,20.886471116626787,33.73569713574096
2024-11-11,32.14254239323017,32.14254239323017,20.659830927539634,32.14254239323017
2024-11-12,32.93168278549486,32.93168278549486,21.229035607515733,32.93168278549486
2024-11-13,31.820439998320133,31.820439998320133,20.512685554857082,31.820439998320133
2024-11-14,33.17103865382276,33.17103865382276,21.383333651885305,33.17103865382276
2024-11-15,33.00883111688826,33.00883111688826,21.27876840388933,33.00883111688826
2024-11-16,32.742488636889306,32.742488636889306,21.10707374654305,32.742488636889306
2024-11-17,32.96414399254593,32.96414399254593,21.249961356279883,32.96414399254593
2024-11-18,33.53817294939438,33.53817294939438,21.620002609381242,33.53817294939438
2024-11-19,34.25600578310998,34.25600578310998,22.082745399856087,34.25600578310998
2024-11-20,35.72038084005522,35.72038084005522,23.02673816296934,35.72038084005522
2024-11-21,35.92924510029119,35.92924510029119,23.16138013819327,35.92924510029119
2024-11-22,35.48614244967926,35.48614244967926,22.875739042689684,35.48614244967926
2024-11-23,35.56884816252387,35.56884816252387,22.929054341952092,35.56884816252387
2024-11-24,33.79221217156629,33.79221217156629,21.783766111183485,33.79221217156629
2024-11-25,33.41259934400654,33.41259934400654,21.539053009644523,33.41259934400654
2024-11-26,34.82879479903505,34.82879479903505,22.45198733911172,34.82879479903505
2024-11-27,34.749180922494716,34.749180922494716,22.400665157037515,34.749180922494716
2024-11-28,35.40897370337721,35.40897370337721,22.825993086076892,35.40897370337721
2024-11-29,35.02675951883288,35.02675951883288,22.579603049277345,35.02675951883288
2024-11-30,35.31485418851121,35.31485418851121,22.765320008862254,35.31485418851121
2024-12-01,37.66690528793908,37.66690528793908,24.28154305964555,37.66690528793908
2024-12-02,73.86803960087238,73.86803960087238,47.618193493440636,73.86803960087238
2024-12-03,78.20970811445389,78.20970811445389,50.417000832598205,78.20970811445389
2024-12-04,77.13778392694535,77.13778392694535,49.725997069037135,77.13778392694535
2024-12-05,81.49211930992918,81.49211930992918,52.53296996181457,81.49211930992918
2024-12-06,81.43811552481705,81.43811552481705,52.498157034562915,81.43811552481705
2024-12-07,81.59971930441672,81.59971930441672,52.60233307724427,81.59971930441672
2024-12-08,75.64605673064068,75.64605673064068,48.76437205967078,75.64605673064068
2024-12-09,73.93933333322927,73.93933333322927,47.66415218898182,73.93933333322927
2024-12-10,78.08763918131365,78.08763918131365,50.33831048005578,78.08763918131365
2024-12-11,79.10250276568485,79.10250276568485,50.99253077331322,79.10250276568485
2024-12-12,79.61584440605253,79.61584440605253,51.3234506365091,79.61584440605253
2024-12-13,78.87181489871533,78.87181489871533,50.84382045765711,78.87181489871533
2024-12-14,80.6814511696423,80.6814511696423,52.01038194442941,80.6814511696423
2024-12-15,81.23473523220612,81.23473523220612,52.367050236837834,81.23473523220612
2024-12-16,79.33482093560116,79.33482093560116,51.14229204526372,79.33482093560116
2024-12-17,74.66435166239134,74.66435166239134,48.1315270275571,74.66435166239134
2024-12-18,72.62111155741924,72.62111155741924,46.814375480043026,72.62111155741924
2024-12-19,73.57640409819643,73.57640409819643,47.430193976044265,73.57640409819643
2024-12-20,72.9694202493068,72.9694202493068,47.03890872575209,72.9694202493068
2024-12-21,71.39012099139902,71.39012099139902,46.02083138061822,71.39012099139902
2024-12-22,71.16151965132993,71.16151965132993,45.873466120851106,71.16151965132993
2024-12-23,73.99811877957373,73.99811877957373,47.70204755988585,73.99811877957373
2024-12-24,74.5726371474206,74.5726371474206,48.07240430623362,74.5726371474206
2024-12-25,71.84412115276392,71.84412115276392,46.31349743276659,71.84412115276392
2024-12-26,70.72468709060209,70.72468709060209,45.59186696763995,70.72468709060209
2024-12-27,71.47541899141889,71.47541899141889,46.07581776839155,71.47541899141889
2024-12-28,68.54699942472934,68.54699942472934,44.18804532566716,68.54699942472934
2024-12-29,69.59783436862443,69.59783436862443,44.865454147648066,69.59783436862443
2024-12-30,69.29590432840668,69.29590432840668,44.6708183734451,69.29590432840668
2024-12-31,69.8425358391277,69.8425358391277,45.02319817379949,69.8425358391277
2025-01-01,69.68565062215181,69.68565062215181,44.92206389896854,69.68565062215181
2025-01-02,70.53717227152408,70.53717227152408,45.470987667390624,70.53717227152408
2025-01-03,70.39212744828222,70.39212744828222,45.37748616801861,70.39212744828222
2025-01-04,69.98560726341388,69.98560726341388,45.11542754392835,69.98560726341388
2025-01-05,71.9718333122973,71.9718333122973,46.39582562716549,71.9718333122973
2025-01-06,68.03820566508578,68.03820566508578,43.86005720217194,68.03820566508578
2025-01-07,67.64109145321815,67.64109145321815,43.604062031840044,67.64109145321815
2025-01-08,66.6158288713877,66.6158288713877,42.94313814287562,66.6158288713877
2025-01-09,67.3670402228142,67.3670402228142,43.427398016022075,67.3670402228142
2025-01-10,67.70620291576095,67.70620291576095,43.64603539730035,67.70620291576095
2025-01-11,65.61622459215897,65.61622459215897,42.29875458751966,65.61622459215897
2025-01-12,66.10351269301906,66.10351269301906,42.61287933212074,66.10351269301906
2025-01-13,69.87868556043504,69.87868556043504,45.046501681422654,69.87868556043504
2025-01-14,82.33858990285732,82.33858990285732,53.07863762401802,82.33858990285732
2025-01-15,84.2034353722777,84.2034353722777,54.280789094099504,84.2034353722777
2025-01-16,87.54142321951633,87.54142321951633,56.43258508120575,87.54142321951633
2025-01-17,104.47463277671496,104.47463277671496,67.34838646860496,104.47463277671496
2025-01-18,100.93906545058753,100.93906545058753,65.06922311251348,100.93906545058753
2025-01-19,101.86390916836416,101.86390916836416,65.66541312029271,101.86390916836416
2025-01-20,105.73267535631177,105.73267535631177,68.15936934160273,105.73267535631177
2025-01-21,103.30495561651544,103.30495561651544,66.59436736047391,103.30495561651544
2025-01-22,103.5078466686424,103.5078466686424,66.72515877487277,103.5078466686424
2025-01-23,104.46428752002798,104.46428752002798,67.34171751627697,104.46428752002798
2025-01-24,104.34111647429205,104.34111647429205,67.26231669935623,104.34111647429205
2025-01-25,102.22250475877651,102.22250475877651,65.89657769840274,102.22250475877651
2025-01-26,103.81057686999439,103.81057686999439,66.92031036387091,103.81057686999439
2025-01-27,100.99287430246652,100.99287430246652,65.10391037826845,100.99287430246652
2025-01-28,102.01305062501864,102.01305062501864,65.76155546790665,102.01305062501864
2025-01-29,102.68029945878426,102.68029945878426,66.1916898568278,102.68029945878426
2025-01-30,100.43165226483815,100.43165226483815,64.74212496031274,100.43165226483815
2025-01-31,98.67273281507758,98.67273281507758,63.60825749678409,98.67273281507758
2025-02-01,95.7949217096073,95.7949217096073,61.75310922429307,95.7949217096073
2025-02-02,99.35208825607273,99.35208825607273,64.04619627267311,99.35208825607273
2025-02-03,95.85624185520436,95.85624185520436,61.79263856030718,95.85624185520436
2025-02-04,94.72798647403167,94.72798647403167,61.06532153198223,94.72798647403167
2025-02-05,94.67103933530002,94.67103933530002,61.028611205220166,94.67103933530002
2025-02-06,94.62441680694792,94.62441680694792,60.99855652137829,94.62441680694792
2025-02-07,94.56356729886105,94.56356729886105,60.959330576494445,94.56356729886105
2025-02-08,94.58122601044089,94.58122601044089,60.970714064527925,94.58122601044089
2025-02-09,95.53041362393863,95.53041362393863,61.582597088435584,95.53041362393863
2025-02-10,93.91002828628885,93.91002828628885,60.53803406823016,93.91002828628885
2025-02-11,95.96101753090795,95.96101753090795,61.860181010682446,95.96101753090795
2025-02-12,94.72378015128447,94.72378015128447,61.0626099737555,94.72378015128447
2025-02-13,95.59871489260334,95.59871489260334,61.62662672621529,95.59871489260334
2025-02-14,95.66654552375789,95.66654552375789,61.67035297286475,95.66654552375789
2025-02-15,94.24331808308057,94.24331808308057,60.75288555364619,94.24331808308057
2025-02-16,93.91179317695203,93.91179317695203,60.53917178496866,93.91179317695203
2025-02-17,93.80564480851044,93.80564480851044,60.470744443796804,93.80564480851044
2025-02-18,93.66493634129768,93.66493634129768,60.38003832713111,93.66493634129768
2025-02-19,95.13387364298174,95.13387364298174,61.326972089544086,95.13387364298174
2025-02-20,93.07933810133561,93.07933810133561,60.00253906695577,93.07933810133561
2025-02-21,93.43646391782988,93.43646391782988,60.232756171988115,93.43646391782988
2025-02-22,93.15290584533987,93.15290584533987,60.049963678300536,93.15290584533987
2025-02-23,88.59956378181242,88.59956378181242,57.1147033871866,88.59956378181242
2025-02-24,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-02-25,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-02-26,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-02-27,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-02-28,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-01,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-02,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-03,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-04,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-05,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-06,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-07,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-08,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-09,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-10,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-11,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-12,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-13,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-14,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-15,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-16,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-17,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-18,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-19,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-20,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-21,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-22,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-23,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-24,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-25,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-26,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-27,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-28,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-29,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-30,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-03-31,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-01,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-02,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-03,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-04,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-05,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-06,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-07,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-08,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-09,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-10,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-11,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-12,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-13,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-14,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-15,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-16,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-17,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-18,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-19,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-20,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-21,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-22,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-23,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-24,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-25,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-26,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-27,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-28,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-29,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-04-30,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-01,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-02,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-03,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-04,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-05,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-06,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-07,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-08,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-09,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-10,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-11,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-12,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-13,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-14,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-15,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-16,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-17,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-18,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-19,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-20,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-21,88.46666443613971,88.46666443613971,57.02903133210582,88.46666443613971
2025-05-22,86.0573666957501,86.0573666957501,55.47590488384651,86.0573666957501
2025-05-23,85.92828064570648,85.92828064570648,55.392691026520744,85.92828064570648
2025-05-24,86.43518756358887,86.43518756358887,55.719462818886036,86.43518756358887
2025-05-25,86.517327515652,86.517327515652,55.772413406880766,86.517327515652
2025-05-26,86.12470799135974,86.12470799135974,55.5193156858898,86.12470799135974
2025-05-27,85.21048526231877,85.21048526231877,54.929972377974806,85.21048526231877
2025-05-28,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-05-29,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-05-30,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-05-31,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-01,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-02,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-03,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-04,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-05,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-06,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-07,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-08,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-09,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-10,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-11,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-12,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-13,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-14,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-15,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-16,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-17,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-18,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-19,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-20,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-21,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-22,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-23,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-24,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-25,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-26,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-27,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-28,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-29,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-06-30,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-01,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-02,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-03,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-04,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-05,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-06,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-07,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-08,85.08266953442529,85.08266953442529,54.84757741940785,85.08266953442529
2025-07-09,88.60820658748669,88.60820658748669,57.12027487378823,88.60820658748669
2025-07-10,89.76739226811394,89.76739226811394,57.86753076866759,89.76739226811394
2025-07-11,89.68516177487017,89.68516177487017,57.8145218143282,89.68516177487017
2025-07-12,90.95813808231753,90.95813808231753,58.63513154552078,90.95813808231753
2025-07-13,91.9581138623296,91.9581138623296,59.27975458464102,91.9581138623296
2025-07-14,95.7501098039784,95.7501098039784,61.72422173784326,95.7501098039784
2025-07-15,102.87394799933796,102.87394799933796,66.31652319102258,102.87394799933796
2025-07-16,106.09380324809294,106.09380324809294,68.39216633905428,106.09380324809294
2025-07-17,108.23132087674426,108.23132087674426,69.7700928223714,108.23132087674426
2025-07-18,109.60720481501532,109.60720481501532,70.6570407900055,109.60720481501532
2025-07-19,114.63227837798891,114.63227837798891,73.89639743915127,114.63227837798891
2025-07-20,114.80437829841135,114.80437829841135,74.00733969990655,114.80437829841135
2025-07-21,114.3124898733741,114.3124898733741,73.69024940852795,114.3124898733741
2025-07-22,110.71425891305199,110.71425891305199,71.37069065174346,110.71425891305199
2025-07-23,113.11419840617727,113.11419840617727,72.91778441209878,113.11419840617727
2025-07-24,113.66406375476109,113.66406375476109,73.27224886933467,113.66406375476109
2025-07-25,114.15656246320407,114.15656246320407,73.58973257298545,114.15656246320407
2025-07-26,118.15391877088891,118.15391877088891,76.16658295577692,118.15391877088891
2025-07-27,115.9233329228602,115.9233329228602,74.72866110095207,115.9233329228602
2025-07-28,115.76435409566145,115.76435409566145,74.62617720404869,115.76435409566145
2025-07-29,116.25898879602458,116.25898879602458,74.94503785065211,116.25898879602458
2025-07-30,112.85330225021768,112.85330225021768,72.74960066574101,112.85330225021768
2025-07-31,106.43952879745221,106.43952879745221,68.61503439124533,106.43952879745221
2025-08-01,103.56326310613639,103.56326310613639,66.76088235245203,103.56326310613639
2025-08-02,103.4079182114772,103.4079182114772,66.66074102892335,103.4079182114772
2025-08-03,109.88447630645526,109.88447630645526,70.83578071055763,109.88447630645526
2025-08-04,106.66589494164629,106.66589494164629,68.76095875735602,106.66589494164629
2025-08-05,107.46432335716815,107.46432335716815,69.27565657506463,107.46432335716815
2025-08-06,107.81478512916011,107.81478512916011,69.50157777943039,107.81478512916011
2025-08-07,107.62362416261905,107.62362416261905,69.37834803159453,107.62362416261905
2025-08-08,114.04135548484797,114.04135548484797,73.51546570172697,114.04135548484797
2025-08-09,113.772353409417,113.772353409417,73.34205656636583,113.772353409417
2025-08-10,113.04029303498545,113.04029303498545,72.87014215321886,113.04029303498545
2025-08-11,122.87158281665683,122.87158281665683,79.20777154805913,122.87158281665683
2025-08-12,127.12154794470958,127.12154794470958,81.9474633403617,127.12154794470958
2025-08-13,121.7024275276195,121.7024275276195,78.45408885825073,121.7024275276195
2025-08-14,118.82852177249276,118.82852177249276,76.60145812554178,118.82852177249276
2025-08-15,118.36064552587251,118.36064552587251,76.29984701249575,118.36064552587251
2025-08-16,119.70806487683723,119.70806487683723,77.16844560693153,119.70806487683723
2025-08-17,115.44311057841219,115.44311057841219,74.41909121604166,115.44311057841219
2025-08-18,109.08877299559492,109.08877299559492,70.32283960064532,109.08877299559492
2025-08-19,116.06328750256499,116.06328750256499,74.81888123259067,116.06328750256499
2025-08-20,113.0959670963682,113.0959670963682,72.90603180511452,113.0959670963682
2025-08-21,129.3370008584829,129.3370008584829,83.37562992084341,129.3370008584829
2025-08-22,127.9004494765545,127.9004494765545,82.44957337409394,127.9004494765545
2025-08-23,127.94729063396787,127.94729063396787,82.47976899467922,127.94729063396787
2025-08-24,117.13447785666926,117.13447785666926,75.50941193877502,117.13447785666926
2025-08-25,123.14219087462772,123.14219087462772,79.38221596184036,123.14219087462772
2025-08-26,120.62829287219216,120.62829287219216,77.76166014162963,120.62829287219216
2025-08-27,120.74874156268363,120.74874156268363,77.83930602313461,120.74874156268363
2025-08-28,116.70621584603288,116.70621584603288,75.23333769342396,116.70621584603288
2025-08-29,116.31549431695262,116.31549431695262,74.98146349350846,116.31549431695262
