ts,phase59_phase42_core,phase59_phase49_strict,phase59_restore_trx_only,phase59_restore_trx_sol
2024-04-18,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-19,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-20,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-21,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-22,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-23,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-24,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-25,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-26,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-27,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-28,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-29,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-04-30,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-01,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-02,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-03,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-04,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-05,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-06,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-07,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-08,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-09,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-10,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-11,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-12,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-13,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-14,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-15,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-16,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-17,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-18,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-19,30.252341476346853,40.646961133973036,38.482881126608724,38.482881126608724
2024-05-20,29.657237730217677,39.84738141025126,37.7258717315444,37.7258717315444
2024-05-21,29.368497926786993,39.45943142042802,37.35857654083557,37.35857654083557
2024-05-22,29.23738115164056,39.283263289192426,37.19178775605309,37.19178775605309
2024-05-23,27.83326986336354,37.39670330153025,35.40566988357234,35.40566988357234
2024-05-24,28.05046685905978,37.68852857559651,35.681958123045305,35.681958123045305
2024-05-25,27.733530362449084,37.262693587923074,35.27879496513604,35.27879496513604
2024-05-26,28.109514448018306,37.7678647504618,35.75707037009172,35.75707037009172
2024-05-27,27.782335559457756,37.328268113699814,35.34087824541086,35.34087824541086
2024-05-28,27.723041981076175,37.24860142813583,35.26545308434643,35.26545308434643
2024-05-29,27.485867667549858,36.929934685879914,34.96375244008872,34.96375244008872
2024-05-30,27.28328127474613,36.65774017686966,34.70604980645192,34.70604980645192
2024-05-31,27.363986423098833,36.76617538777618,34.808711831234056,34.808711831234056
2024-06-01,26.87152031376294,36.10449930489758,34.18226396572672,34.18226396572672
2024-06-02,27.158105942607236,36.48955495179014,34.54681891087146,34.54681891087146
2024-06-03,29.647633672028153,38.01428679494518,35.99037268791012,37.71365476546496
2024-06-04,30.214038807077834,38.626490335338794,36.56998197266339,38.43415772219179
2024-06-05,30.750178018880593,39.31190601959495,37.21890552226418,39.11616052092559
2024-06-06,29.57413071557132,37.80841355090403,35.79546031668827,37.62015438176758
2024-06-07,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-08,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-09,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-10,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-11,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-12,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-13,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-14,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-15,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-16,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-17,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-18,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-19,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-20,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-21,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-22,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-23,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-24,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-25,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-26,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-27,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-28,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-29,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-06-30,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-01,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-02,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-03,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-04,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-05,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-06,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-07,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-08,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-09,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-10,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-11,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-12,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-13,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-14,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-15,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-16,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-17,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-18,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-19,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-20,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-21,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-22,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-23,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-24,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-25,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-26,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-27,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-28,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-29,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-30,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-07-31,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-01,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-02,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-03,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-04,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-05,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-06,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-07,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-08,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-09,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-10,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-11,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-12,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-13,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-14,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-15,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-16,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-17,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-18,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-19,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-20,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-21,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-22,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-23,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-24,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-25,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-26,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-27,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-28,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-29,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-30,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-08-31,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-01,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-02,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-03,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-04,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-05,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-06,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-07,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-08,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-09,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-10,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-11,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-12,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-13,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-14,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-15,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-16,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-17,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-18,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-19,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-20,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-21,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-22,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-23,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-24,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-25,29.529769519497965,37.75170093057768,35.74176712621324,37.56372415019493
2024-09-26,29.870980994716078,38.187915427883866,36.154757179521475,37.997766607705856
2024-09-27,29.85173422861123,38.16330981227311,36.13146158855528,37.97328351066481
2024-09-28,30.121188954079035,38.50778843082362,36.45759986208189,38.31604686923947
2024-09-29,30.024955123554818,38.38476035276987,36.34112190725096,38.193631384034234
2024-09-30,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-01,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-02,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-03,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-04,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-05,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-06,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-07,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-08,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-09,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-10,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-11,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-12,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-13,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-14,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-15,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-16,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-17,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-18,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-19,29.979917690869488,38.32718321224071,36.28661022439008,38.136340936958184
2024-10-20,30.260192613787414,38.685494680312004,36.62584487434681,38.492868267242784
2024-10-21,30.623162095897236,39.14952523518948,37.06517003382445,38.954588278024104
2024-10-22,30.623162095897236,39.14952523518948,37.06517003382445,38.954588278024104
2024-10-23,30.57722735275339,39.090800947336696,37.00957227877372,38.89615639560707
2024-10-24,30.159827765032237,38.55718539054101,36.50436688416146,38.36519786702087
2024-10-25,30.11458802338469,38.4993496124552,36.449610333835224,38.30765007022034
2024-10-26,30.11458802338469,38.4993496124552,36.449610333835224,38.30765007022034
2024-10-27,30.11458802338469,38.4993496124552,36.449610333835224,38.30765007022034
2024-10-28,30.454560080747342,38.93397960256852,36.86110024050897,38.74011591026398
2024-10-29,30.98563779712838,39.61292452648583,37.503897538749946,39.41568016847062
2024-10-30,30.839133599506024,39.42562937506036,37.32657414613174,39.22931761448258
2024-10-31,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-01,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-02,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-03,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-04,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-05,30.792874899106767,39.36649093099777,37.270584284912545,39.17047363806086
2024-11-06,30.29189851132514,38.72602840546653,36.66422054827723,38.533200163103174
2024-11-07,30.443263400825828,38.919537604244624,36.84742714689448,38.72574582288133
2024-11-08,30.35802683322046,38.81056874126511,36.74425988214569,38.61731954779905
2024-11-09,31.904100739679937,40.787113789972295,38.615571931774205,40.5840227995705
2024-11-10,33.73569713574096,43.12867894590635,40.83247009665828,42.9139286165021
2024-11-11,32.14254239323017,41.09194441143303,38.90417310249295,40.88733558004999
2024-11-12,32.93168278549486,42.1008040322758,39.85932014864884,41.891171793239344
2024-11-13,31.820439998320133,40.68015950828173,38.51431199023236,40.47760107458665
2024-11-14,33.17103865382276,42.406803412024686,40.14902785193517,42.19564751241701
2024-11-15,33.00883111688826,42.19943266302531,39.95269770423789,41.98930932313764
2024-11-16,32.742488636889306,41.85893282798969,39.630326380287826,41.65050493654893
2024-11-17,32.96414399254593,42.1423033666891,39.898610021950724,41.932464490307076
2024-11-18,33.53817294939438,42.876158383407926,40.59339395129476,42.66266542787423
2024-11-19,34.25600578310998,43.7938563843587,41.46223290248508,43.57579394158787
2024-11-20,35.72038084005522,45.66595528995607,43.234659613645604,45.43857111819932
2024-11-21,35.92924510029119,45.93297332686653,43.48746137511597,45.7042595940663
2024-11-22,35.48614244967926,45.36649824021193,42.951145920952925,45.14060515284837
2024-11-23,35.56884816252387,45.47223158616638,43.05124993045249,45.24581202149288
2024-11-24,33.79221217156629,43.20092938217034,40.90087385606672,42.98581929667417
2024-11-25,33.41259934400654,42.715621499019264,40.441404192011085,42.5029279036711
2024-11-26,34.82879479903505,44.52612622517971,42.15551605209211,44.30441759631247
2024-11-27,34.749180922494716,44.42434557108113,42.059154289652994,44.203143737912924
2024-11-28,35.40897370337721,45.26784351046002,42.85774365589534,45.04244165390225
2024-11-29,35.02675951883288,44.77920997822691,42.395125403243604,44.55624117119836
2024-11-30,35.31485418851121,45.14751843394339,42.74382479241924,44.92271571119749
2024-12-01,37.66690528793908,48.154447750489815,45.5906625440379,47.91467264563053
2024-12-02,73.86803960087238,94.4350120138565,89.40720880808155,93.96479241907815
2024-12-03,78.20970811445389,99.9855250700526,94.66220766099102,99.48766784443757
2024-12-04,77.13778392694535,98.61514656708611,93.36478931637478,98.12411285756554
2024-12-05,81.49211930992918,104.18185331098057,98.63511969078823,103.66310133750741
2024-12-06,81.43811552481705,104.11281332936723,98.56975545859748,103.59440512619162
2024-12-07,81.59971930441672,104.31941221774221,98.76535484020978,103.79997529816681
2024-12-08,75.64605673064068,96.70807990516317,91.55925656303053,96.226542039333
2024-12-09,73.93933333322927,94.52615595794943,89.49350016832314,94.05548253076776
2024-12-10,78.08763918131365,99.82946865878321,94.5144598304919,99.33238848376523
2024-12-11,79.10250276568485,101.12689925664881,95.7428140807179,100.62335879452999
2024-12-12,79.61584440605253,101.7831698743242,96.3641442727499,101.2763616485092
2024-12-13,78.87181489871533,100.83198129745526,95.46359781339746,100.3299093182678
2024-12-14,80.6814511696423,103.14547200208308,97.6539162354872,102.63188047481219
2024-12-15,81.23473523220612,103.85280615332908,98.32359129359233,103.33569260206647
2024-12-16,79.33482093560116,101.42390144170238,96.02400360787809,100.91888211868097
2024-12-17,74.66435166239134,95.45304010154699,90.37103618383577,94.97775144663237
2024-12-18,72.62111155741924,92.84090358211571,87.89797211313137,92.37862152030125
2024-12-19,73.57640409819643,94.06217685608489,89.05422372245472,93.59381371679976
2024-12-20,72.9694202493068,93.2861913639583,88.31955238131671,92.82169208380634
2024-12-21,71.39012099139902,91.26717007681107,86.4080255655903,90.81272409523181
2024-12-22,71.16151965132993,90.97491959321283,86.13133475511529,90.52192881242236
2024-12-23,73.99811877957373,94.60130895187987,89.56465195067169,94.1302613159212
2024-12-24,74.5726371474206,95.33578964560007,90.26002824542253,94.86108481506062
2024-12-25,71.84412115276392,91.84757685252143,86.95753097341453,91.39024085554364
2024-12-26,70.72468709060209,90.41646036858371,85.60260839142416,89.9662503199042
2024-12-27,71.47541899141889,91.37621747674423,86.51126718591615,90.92122851620925
2024-12-28,68.54699942472934,89.87872139641706,85.09349911570666,89.43118890764036
2024-12-29,69.59783436862443,89.75261355555607,84.9741053673526,89.30570899466929
2024-12-30,69.29590432840668,89.11027249169025,84.36596310741803,88.6665663351698
2024-12-31,69.8425358391277,89.8102551273905,85.02867805113934,89.36306355222827
2025-01-01,69.68565062215181,92.08756586478154,87.18474275931062,91.62903489219366
2025-01-02,70.53717227152408,92.94063519918843,87.99239393108044,92.47785654443068
2025-01-03,70.39212744828222,92.98448593695296,88.03391001694833,92.52148893652338
2025-01-04,69.98560726341388,93.1199669188502,88.1621778720552,92.6562953189151
2025-01-05,71.9718333122973,96.78554589373856,91.63259819415214,96.30362230205333
2025-01-06,68.03820566508578,91.7860789760565,86.899307298052,91.32904919502484
2025-01-07,67.64109145321815,89.99304578680794,85.201736774871,89.54494404339381
2025-01-08,66.6158288713877,87.61863057951221,82.95373752428982,87.18235174513151
2025-01-09,67.3670402228142,89.67637757043855,84.90192825322156,89.2298526108592
2025-01-10,67.70620291576095,89.6032527152415,84.83269662971412,89.41139515529275
2025-01-11,65.61622459215897,86.83734873843626,82.21405181648485,86.65141350353669
2025-01-12,66.10351269301906,87.4822320277978,82.82460095159091,87.29491597545467
2025-01-13,69.87868556043504,92.47834396312027,87.55471548754693,92.28033028746442
2025-01-14,82.33858990285732,108.96794032980569,103.16639122176406,108.7346193005931
2025-01-15,84.2034353722777,111.43590061520591,105.50295512810904,111.19729521490122
2025-01-16,87.54142321951633,115.85343631734324,109.68529733906989,115.60537213518504
2025-01-17,104.47463277671496,138.2630618744222,130.90181469598718,137.9670144333034
2025-01-18,100.93906545058753,133.58404696926053,126.4719146650481,133.2980181865661
2025-01-19,101.86390916836416,134.8079969442598,127.63070046548142,134.5193474525109
2025-01-20,105.73267535631177,139.92797147401083,132.47808304225646,139.6283591456404
2025-01-21,103.30495561651544,136.71509619820486,129.43626407561982,136.42236324521596
2025-01-22,103.5078466686424,136.98360480501614,129.69047704773678,136.69029692416953
2025-01-23,104.46428752002798,138.2493708297408,130.8888525745819,137.9533527037456
2025-01-24,104.34111647429205,138.0863646964326,130.7345250313658,137.7906955974877
2025-01-25,102.22250475877651,135.28256692347227,128.0800039210607,134.99290128738178
2025-01-26,103.81057686999439,132.77713827029788,125.70796649583916,132.49283723218187
2025-01-27,100.99287430246652,128.40803094394903,121.57147429129034,128.1330849933481
2025-01-28,102.01305062501864,129.91752581663144,123.0006023275831,129.6393477511881
2025-01-29,102.68029945878426,130.767292753859,123.80512692470774,130.48729517621982
2025-01-30,100.43165226483815,127.90355445682643,121.09385657661986,127.62968868607315
2025-01-31,98.67273281507758,125.66350319256593,118.97306761441632,125.39443379646087
2025-02-01,95.7949217096073,121.99850056496456,115.50319295436923,121.73727863466046
2025-02-02,99.35208825607273,126.52868835763451,119.79218955935333,126.25776643598329
2025-02-03,95.85624185520436,122.07659411819012,115.57712873804633,121.81520497477581
2025-02-04,94.72798647403167,120.63971769195659,114.21675287816058,120.38140517351663
2025-02-05,94.67103933530002,120.56719333040655,114.14808977748955,120.30903610038104
2025-02-06,94.62441680694792,120.5078177554805,114.09187541046289,120.24978765982323
2025-02-07,94.56356729886105,120.4303235771438,114.01850709042769,120.17245941122138
2025-02-08,94.58122601044089,120.45281262245227,114.03979879915849,120.19490030321815
2025-02-09,95.53041362393863,121.66163939045774,115.18426656545691,121.40113874382386
2025-02-10,93.91002828628885,119.59801662212365,113.23051289068124,119.34193458326338
2025-02-11,95.96101753090795,122.21002995281887,115.70346033132638,121.94835509797264
2025-02-12,94.72378015128447,120.63436077888757,114.21168117186102,120.3760597306146
2025-02-13,95.59871489260334,121.74862367120112,115.266619726489,121.48793677472307
2025-02-14,95.66654552375789,121.83500857705569,115.34840542387921,121.57413671410877
2025-02-15,94.24331808308057,120.02247393923959,113.63237172642677,119.7654830567526
2025-02-16,93.91179317695203,119.60026427795682,113.23264087933842,119.3441774264391
2025-02-17,93.80564480851044,119.46508026656895,113.10465418376944,119.20928286966122
2025-02-18,93.66493634129768,119.2858826461691,112.93499720249379,119.03046894535673
2025-02-19,95.13387364298174,121.15663054210302,114.70614483293514,120.89721121520323
2025-02-20,93.07933810133561,118.54010086636428,112.22892150143402,118.28628402580186
2025-02-21,93.43646391782988,118.99491426719794,112.65952023626642,118.74012358487563
2025-02-22,93.15290584533987,118.63379220509387,112.31762463077841,118.37977475360391
2025-02-23,88.59956378181242,112.83493675017031,106.82750534715764,112.5933357481324
2025-02-24,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-02-25,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-02-26,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-02-27,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-02-28,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-01,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-02,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-03,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-04,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-05,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-06,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-07,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-08,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-09,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-10,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-11,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-12,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-13,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-14,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-15,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-16,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-17,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-18,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-19,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-20,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-21,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-22,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-23,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-24,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-25,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-26,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-27,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-28,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-29,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-30,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-03-31,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-01,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-02,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-03,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-04,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-05,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-06,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-07,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-08,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
2025-04-09,88.46666443613971,112.66568434504507,106.6672640891369,112.42444574451021
