config_id,promotion_margin,persistence_weeks,cooldown_days,downside_lookback_days,bnb_shield_margin,score,est_since2025_repair_pct_pts,est_full_history_lift_retained_pct_pts,est_dd_help_pct_pts,base_full_history_lift_vs_66g_pct_pts,base_since2023_lift_vs_66g_pct_pts,base_since2025_gap_vs_66g_pct_pts,base_dd_gap_vs_66g_pct_pts,damage_data_available,profile_label
g199,0.03,2,7,21,0.0,263.087456,2.3,31.2148,1.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd7_dl21_bs0.00
g175,0.03,1,7,42,0.0,263.087456,2.2,32.5148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd7_dl42_bs0.00
g211,0.03,2,14,42,0.0,262.937456,3.1,30.2148,2.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd14_dl42_bs0.00
g164,0.03,1,0,21,0.01,262.837456,1.9,32.5148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl21_bs0.01
g174,0.03,1,7,21,0.02,261.937456,2.6,31.7148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd7_dl21_bs0.02
g210,0.03,2,14,21,0.02,261.787456,3.5,29.4148,1.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd14_dl21_bs0.02
g012,0.0,1,7,21,0.02,261.437456,1.9,33.9148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd7_dl21_bs0.02
g048,0.0,2,14,21,0.02,261.287456,2.8,31.6148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd14_dl21_bs0.02
g193,0.03,2,0,42,0.0,260.587456,2.4,31.2148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd0_dl42_bs0.00
g073,0.01,1,14,21,0.0,260.437456,1.4,33.7148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.01_pw1_cd14_dl21_bs0.00
g061,0.01,1,0,63,0.0,260.137456,1.5,34.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.01_pw1_cd0_dl63_bs0.00
g178,0.03,1,7,63,0.0,259.887456,2.2,32.5148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd7_dl63_bs0.00
g214,0.03,2,14,63,0.0,259.737456,3.1,30.2148,2.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd14_dl63_bs0.00
g192,0.03,2,0,21,0.02,259.437456,2.8,30.4148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd0_dl21_bs0.02
g168,0.03,1,0,42,0.02,259.437456,2.7,31.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl42_bs0.02
g030,0.0,2,0,21,0.02,258.937456,2.1,32.6148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd0_dl21_bs0.02
g006,0.0,1,0,42,0.02,258.937456,2.0,33.9148,0.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl42_bs0.02
g184,0.03,1,14,42,0.0,257.687456,2.2,31.5148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd14_dl42_bs0.00
g196,0.03,2,0,63,0.0,257.387456,2.4,31.2148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd0_dl63_bs0.00
g183,0.03,1,14,21,0.02,256.537456,2.6,30.7148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd14_dl21_bs0.02
g171,0.03,1,0,63,0.02,256.237456,2.7,31.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl63_bs0.02
g021,0.0,1,14,21,0.02,256.037456,1.9,32.9148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd14_dl21_bs0.02
g009,0.0,1,0,63,0.02,255.737456,2.0,33.9148,0.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl63_bs0.02
g037,0.0,2,7,21,0.0,255.087456,1.6,33.4148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd7_dl21_bs0.00
g013,0.0,1,7,42,0.0,255.087456,1.5,34.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd7_dl42_bs0.00
g049,0.0,2,14,42,0.0,254.937456,2.4,32.4148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd14_dl42_bs0.00
g002,0.0,1,0,21,0.01,254.837456,1.2,34.7148,0.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl21_bs0.01
g187,0.03,1,14,63,0.0,254.487456,2.2,31.5148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd14_dl63_bs0.00
g109,0.02,1,0,21,0.0,253.837456,0.7,32.5148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.02_pw1_cd0_dl21_bs0.00
g031,0.0,2,0,42,0.0,252.587456,1.7,33.4148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd0_dl42_bs0.00
g016,0.0,1,7,63,0.0,251.887456,1.5,34.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd7_dl63_bs0.00
g052,0.0,2,14,63,0.0,251.737456,2.4,32.4148,1.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd14_dl63_bs0.00
g022,0.0,1,14,42,0.0,249.687456,1.5,33.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd14_dl42_bs0.00
g034,0.0,2,0,63,0.0,249.387456,1.7,33.4148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd0_dl63_bs0.00
g055,0.01,1,0,21,0.0,249.337456,0.7,34.7148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.01_pw1_cd0_dl21_bs0.00
g172,0.03,1,7,21,0.0,249.087456,1.4,32.5148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd7_dl21_bs0.00
g208,0.03,2,14,21,0.0,248.937456,2.3,30.2148,1.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd14_dl21_bs0.00
g190,0.03,2,0,21,0.0,246.587456,1.6,31.2148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw2_cd0_dl21_bs0.00
g166,0.03,1,0,42,0.0,246.587456,1.5,32.5148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl42_bs0.00
g025,0.0,1,14,63,0.0,246.487456,1.5,33.7148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd14_dl63_bs0.00
g165,0.03,1,0,21,0.02,245.437456,1.9,31.7148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl21_bs0.02
g003,0.0,1,0,21,0.02,244.937456,1.2,33.9148,0.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl21_bs0.02
g181,0.03,1,14,21,0.0,243.687456,1.4,31.5148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd14_dl21_bs0.00
g169,0.03,1,0,63,0.0,243.387456,1.5,32.5148,1.3,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl63_bs0.00
g010,0.0,1,7,21,0.0,241.087456,0.7,34.7148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd7_dl21_bs0.00
g046,0.0,2,14,21,0.0,240.937456,1.6,32.4148,1.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd14_dl21_bs0.00
g028,0.0,2,0,21,0.0,238.587456,0.9,33.4148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw2_cd0_dl21_bs0.00
g004,0.0,1,0,42,0.0,238.587456,0.8,34.7148,0.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl42_bs0.00
g019,0.0,1,14,21,0.0,235.687456,0.7,33.7148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd14_dl21_bs0.00
g007,0.0,1,0,63,0.0,235.387456,0.8,34.7148,0.8,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl63_bs0.00
g163,0.03,1,0,21,0.0,232.587456,0.7,32.5148,0.5,34.7148,56.1159,-2.7347,-2.2505,1,pm0.03_pw1_cd0_dl21_bs0.00
g001,0.0,1,0,21,0.0,224.587456,0.0,34.7148,0.0,34.7148,56.1159,-2.7347,-2.2505,1,pm0.00_pw1_cd0_dl21_bs0.00
