ts,phase55_phase42_core,phase55_fresh_light,phase55_fresh_medium,phase55_fresh_heavy
2022-07-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-07-31,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-13,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-14,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-15,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-16,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-17,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-18,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-08-31,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-13,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-14,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-15,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-16,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-17,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-18,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-09-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-13,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-14,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-15,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-16,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-17,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-18,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-10-31,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-13,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-14,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-15,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-16,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-17,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-18,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-11-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-13,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-14,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-15,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-16,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-17,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-18,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-19,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-20,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-21,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-22,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-23,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-24,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-25,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-26,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-27,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-28,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-29,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-30,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2022-12-31,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-01,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-02,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-03,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-04,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-05,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-06,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-07,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-08,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-09,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-10,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-11,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-12,19.859621009482797,17.13812935984565,17.207862434533496,14.171087735127882
2023-01-13,20.200630485834363,17.432408113496376,17.50333857454282,14.414419428395371
2023-01-14,20.092544234373275,17.339133616532084,17.409684554392147,14.337293094932873
2023-01-15,19.756786942600524,17.049387306813223,17.118759300307076,14.097709165453622
2023-01-16,20.012054472646927,17.269673884750166,17.33994219896079,14.279858591290585
2023-01-17,19.000183182372893,16.39646582806319,16.463181159252365,13.557824831216138
2023-01-18,19.365836671358277,16.712011466729614,16.780010716783362,13.818741576333947
2023-01-19,20.761759110440867,17.9166416722046,17.989542423835672,14.814819968073017
2023-01-20,20.216728438179626,17.446300059852753,17.517287045629086,14.425906329123825
2023-01-21,20.140838091409073,17.38080945560123,17.451529967650956,14.371753797118242
2023-01-22,20.67437022628084,17.841228249127095,17.913822152224494,14.75246250697568
2023-01-23,20.05114949977115,17.303411468758522,17.373817057313165,14.307755350202553
2023-01-24,20.55478543743027,17.738030933336812,17.81020493844077,14.667131244421427
2023-01-25,20.1270398465417,17.368902073010045,17.4395741352913,14.361907882208136
2023-01-26,20.44209977101339,17.640787308842125,17.71256564083688,14.586722939322227
2023-01-27,20.621476954289243,17.795583282527545,17.867991461512464,14.714719833153607
2023-01-28,21.810425720361234,18.821602749134744,18.89818568316987,15.563109501241087
2023-01-29,21.012427225531486,18.13295912261115,18.206740045036177,14.993687422273283
2023-01-30,21.63794765951907,18.67276046674492,18.748737778674116,15.440035564864761
2023-01-31,23.07296512572588,19.911128256228267,19.992144344078795,16.464010715515798
2023-02-01,22.684314561961532,19.57573697990986,19.655388399281694,16.186684112214476
2023-02-02,22.964878874264784,19.817853759263972,19.89849032392812,16.3868843820533
2023-02-03,22.65441836474889,19.54993765096229,19.62948409583576,16.165351296575913
2023-02-04,22.222073358904524,19.176839663105124,19.254868015233065,15.856845962725918
2023-02-05,22.06109383545184,19.03792019954129,19.11538330437036,15.741976955441348
2023-02-06,23.194849622054335,20.016310135783744,20.097754196589122,16.5509829638884
2023-02-07,22.81769759567947,19.690841678291324,19.770961445425073,16.281861289678833
2023-02-08,21.168807334028372,18.267909458644592,18.342239478445656,15.105274457921151
2023-02-09,21.13705412302733,18.240507594456627,18.314726119227988,15.08261654623427
2023-02-10,21.13705412302733,18.240507594456627,18.314726119227988,15.08261654623427
2023-02-11,20.708524339490662,17.87070200444606,17.943415832859564,14.77683361328133
2023-02-12,20.677461552981427,17.84389595143939,17.916500709110277,14.754668362861409
2023-02-13,20.677461552981427,17.84389595143939,17.916500709110277,14.754668362861409
2023-02-14,22.157009239496347,19.120691698621346,19.198491591147967,15.810418624354162
2023-02-15,21.236853341299017,18.326630683710697,18.401199633414045,15.15382956068958
2023-02-16,21.57517764110459,18.618592227834753,18.694349135437992,15.39524521173253
2023-02-17,21.48682543542288,18.542347493381975,18.61779416994129,15.332200360186281
2023-02-18,20.995500974558734,18.118352384717742,18.192073874008425,14.981609478416905
2023-02-19,20.66579640213674,17.833829351272005,17.90639314910611,14.74634454459798
2023-02-20,20.213260714498706,17.443307540660207,17.514282350220572,14.423431890336708
2023-02-21,20.53219062769122,17.718532435758043,17.790627103720855,14.651008427625603
2023-02-22,20.38350033032444,17.590218126557026,17.66179069837275,14.544908555511187
2023-02-23,19.72840104917224,17.024891315004712,17.09416363712893,14.077454046485348
2023-02-24,20.073190144515504,17.32243174213751,17.3929147219941,14.323482735446317
2023-02-25,20.530035695845324,17.716672808088465,17.788759909440447,14.649470748319597
2023-02-26,20.271443874337876,17.493517487738867,17.56469659579157,14.464949231598872
2023-02-27,20.213260714498702,17.443307540660207,17.514282350220576,14.42343189033671
2023-02-28,21.070923589165066,18.18343935315304,18.257425673822688,15.035428254127117
2023-03-01,20.555894877996067,17.738988340123424,17.81116624080534,14.667922899991671
2023-03-02,19.515062796428598,16.840788175716295,16.90931140336861,13.925223795190751
2023-03-03,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-04,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-05,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-06,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-07,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-08,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-09,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-10,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-11,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-12,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-13,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-14,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-15,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-16,19.485790202233957,16.81552699345272,16.883947436263558,13.904335959497965
2023-03-17,19.109709695668307,16.490983218515588,16.55808313008162,13.635978882015552
2023-03-18,19.866342979396038,17.143930174970542,17.2136868525071,14.175884283125862
2023-03-19,19.68463110947678,16.987119451774532,17.05623808453719,14.046221443643157
2023-03-20,19.960515550142905,17.22519767241364,17.29528501803829,14.243082330946573
2023-03-21,19.353649323120294,16.70149422923772,16.769450685863315,13.810045137411155
2023-03-22,20.095411010834155,17.341607540168855,17.4121685441393,14.339338720109962
2023-03-23,19.49817510100105,16.826214709853637,16.89467863975168,13.913173363139018
2023-03-24,19.504197600246396,16.831411907276845,16.899896983972678,13.91747079485485
2023-03-25,19.862919813551393,17.140976107567255,17.210720765343748,14.173441639155305
2023-03-26,19.26412146287633,16.62423494773186,16.691877045238414,13.746161382446761
2023-03-27,19.360822346985632,16.707684287489418,16.775665930749174,13.81516354075195
2023-03-28,20.133186569190308,17.374206470704284,17.44490011596889,14.366293955129446
2023-03-29,19.905872732697475,17.17804291183089,17.24793839016521,14.204091246487106
2023-03-30,20.216109565875104,17.445765995602144,17.51675080833255,14.382505944435726
2023-03-31,20.207139735041522,17.438025358402246,17.50897867537132,14.332976949253169
2023-04-01,20.007672855554606,17.265892708840642,17.336145637881955,14.191494571078305
2023-04-02,19.743570639237582,17.037982118537744,17.107307705633968,14.00416617980904
2023-04-03,20.00312757310529,17.261970295691057,17.33220726488498,14.188270590375042
2023-04-04,20.006351882842775,17.264752757519048,17.33500104822971,14.19055760168642
2023-04-05,19.566056068627095,16.884793511719554,16.95349579201628,13.878254631609837
2023-04-06,19.475248485225826,16.806429875754755,16.87481330344133,13.81384457572
2023-04-07,19.3195484860683,16.672066449301884,16.739903167679905,13.703406159982533
2023-04-08,19.425090096235483,16.763145013541752,16.83135232010879,13.778267099509272
2023-04-09,20.267698389732555,17.490285270988576,17.561451227523552,14.158353137027204
2023-04-10,20.652764512714256,17.822583305508143,17.895101344477162,14.384872713585384
2023-04-11,20.439161821243534,17.638251965232893,17.71001998120647,14.23609614054142
2023-04-12,20.77135897006932,17.92492600129983,17.99786046091194,14.467475029248213
2023-04-13,21.61732276562828,18.654961934770704,18.73086682652302,15.056697915701292
2023-04-14,21.520661990686854,18.571547207763672,18.647112694598082,14.989372645853134
2023-04-15,21.809614914287057,18.8209030530339,18.89748314008616,15.190631466368346
2023-04-16,21.349781387489017,18.424083473118657,18.499048946999153,14.870352466994836
2023-04-17,21.65345474859361,18.68614251962637,18.762174281587615,15.081864230628561
2023-04-18,19.905840290467278,17.178014915368244,17.247910279788172,13.864631955642201
2023-04-19,20.00105990369499,17.260185972324052,17.330415681311674,13.930953440849386
2023-04-20,19.03136395060846,16.42337369500111,16.49019851120207,13.255549775279997
2023-04-21,19.002816904682547,16.39873863445861,16.465463213435267,13.235666450617078
2023-04-22,18.851017841338937,16.267741573485292,16.333933140506858,13.129936769590838
2023-04-23,18.646916595537974,16.09160963464455,16.157084541090843,12.987778055694516
2023-04-24,19.126343190372268,16.50533731841541,16.57249563516087,13.321703837783076
2023-04-25,19.203724998275778,16.572114999284338,16.63954502672294,13.375601099641354
2023-04-26,19.91839499147932,17.188849164919922,17.258788612653575,13.873376439989764
2023-04-27,19.809540076204048,17.09491133908972,17.164468564628226,13.797557820186157
2023-04-28,19.754629404656797,17.04752543017618,17.116889847908418,13.759311946596767
2023-04-29,19.75649467793028,17.049135093051273,17.118506060316378,13.760611129502697
2023-04-30,18.96919391708141,16.369723221188757,16.43632973979032,13.212247677958574
2023-05-01,19.32001318780822,16.672467469972354,16.7403058200573,13.456597074949535
2023-05-02,19.682015488298468,16.984862265995964,17.053971714529627,13.708735572503775
2023-05-03,19.49549068088827,16.82389815310127,16.892352657196664,13.578819037074828
2023-05-04,19.94670758428845,17.213281900964777,17.28332076268765,13.893096465534052
2023-05-05,19.50227803231555,16.829755390090632,16.39067231830566,13.175546226324157
2023-05-06,19.219629463416585,16.58583997323284,16.10394856168298,12.945065008946127
2023-05-07,18.704960288605605,16.141699226980737,15.672712052508027,12.59841805934128
2023-05-08,18.677567511729773,16.118060258573472,15.649759899834649,12.579968105448662
2023-05-09,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-10,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-11,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-12,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-13,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-14,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-15,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-16,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-17,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-18,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-19,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-20,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-21,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-22,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-23,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-24,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-25,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-26,18.64955116046218,16.093883168185613,15.626285259984899,12.56109815329049
2023-05-27,18.684418763500133,16.123972639230747,15.65550049989684,12.584582653285224
2023-05-28,18.365852078304833,15.84906119666055,15.388576440740758,12.370017307091262
2023-05-29,18.42618667777364,15.90112775775339,15.43913023982335,12.41065468326436
2023-05-30,18.153474288174632,15.665786901613751,15.210627067970035,12.226973742961952
2023-05-31,18.04487200913078,15.572067091646641,15.119630229621373,12.153826465850376
2023-06-01,18.017804701117086,15.548708991009171,15.096950784276942,12.135595726151601
2023-06-02,17.79678033880296,15.357973019199429,14.911756529186826,11.986728405677848
2023-06-03,17.71189903353045,15.284723545339972,14.84063527388069,11.929557999927397
2023-06-04,17.045907253699987,14.709996904288852,14.282606963017152,11.480990200962323
2023-06-05,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-06,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-07,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-08,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-09,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-10,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-11,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-12,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-13,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-14,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-15,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-16,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-17,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-18,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-19,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-20,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-21,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-22,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-23,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-24,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-25,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-26,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-27,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-28,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-29,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-06-30,17.020338392819436,14.68793190893242,14.261183052572626,11.46376871566088
2023-07-01,16.723839515787187,14.43206418078185,14.012749404389519,11.264066778348937
2023-07-02,17.005393041766506,14.675034615497106,14.248660482090672,11.453702520507122
2023-07-03,16.94380320795853,14.621884832903143,14.197054933843546,11.412219701910018
2023-07-04,16.952601755645386,14.629477658987996,14.204427155021708,11.418145818852462
2023-07-05,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
2023-07-06,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
2023-07-07,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
2023-07-08,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
2023-07-09,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
2023-07-10,16.927172853011918,14.607533442499514,14.183120514289177,11.401018600124184
